Experiment,Item,Condition,Condition_ID,quantifier,scenario,n_quantifier,n_target_objects,shape_noun,color_adjective1_zh,color_adjective2_zh,Sentence_chinese,Expected_answer_zh,list,target_objects,Form_left,colour1_left,n_colour1_left,colour2_left,n_colour2_left,Form_right,colour1_right,n_colour1_right,colour2_right,n_colour2_right,Image,Type
ESQ,9,1,9,every,empty_restrictor,4.0,7.0,triangle,紅色,,每个三角形都是红色的吗？,有趣的问题,3,right,square,red,5,purple,2,circle,red,3,purple,4,pic9_empty_restrictor.svg,Trial
ESQ,9,2,10,every,empty_scope,4.0,7.0,triangle,紅色,,每个三角形都是红色的吗？,不对,4,right,square,red,5,purple,2,triangle,red,0,purple,7,pic9_empty_scope.svg,Trial
ESQ,9,3,11,every,small_control,4.0,7.0,triangle,紅色,,每个三角形都是红色的吗？,不对,1,right,square,red,5,purple,2,triangle,red,1,purple,6,pic9_small_control.svg,Trial
ESQ,9,4,12,every,large_control,4.0,7.0,triangle,紅色,,每个三角形都是红色的吗？,对的,2,right,square,red,5,purple,2,triangle,red,7,purple,0,pic9_large_control.svg,Trial
ESQ,9,1,13,no,empty_restrictor,4.0,7.0,triangle,紅色,,三角形不是红色的吗？,有趣的问题,4,right,square,red,5,purple,2,circle,red,3,purple,4,pic9_empty_restrictor.svg,Trial
ESQ,9,2,14,no,empty_scope,4.0,7.0,triangle,紅色,,三角形不是红色的吗？,对的,1,right,square,red,5,purple,2,triangle,red,0,purple,7,pic9_empty_scope.svg,Trial
ESQ,9,3,15,no,small_control,4.0,7.0,triangle,紅色,,三角形不是红色的吗？,不对,2,right,square,red,5,purple,2,triangle,red,1,purple,6,pic9_small_control.svg,Trial
ESQ,9,4,16,no,large_control,4.0,7.0,triangle,紅色,,三角形不是红色的吗？,不对,3,right,square,red,5,purple,2,triangle,red,7,purple,0,pic9_large_control.svg,Trial
ESQ,10,1,1,less,empty_restrictor,3.0,5.0,circle,蓝绿色,,是否少于三个绿松石圆圈？,有趣的问题,2,right,cross,turquoise,3,yellow,5,heart,turquoise,3,yellow,2,pic10_empty_restrictor.svg,Trial
ESQ,10,2,2,less,empty_scope,3.0,5.0,circle,蓝绿色,,是否少于三个绿松石圆圈？,对的,3,right,cross,turquoise,3,yellow,5,square,turquoise,0,yellow,5,pic10_empty_scope.svg,Trial
ESQ,10,3,3,less,small_control,3.0,5.0,circle,蓝绿色,,是否少于三个绿松石圆圈？,对的,4,right,cross,turquoise,3,yellow,5,square,turquoise,2,yellow,3,pic10_small_control.svg,Trial
ESQ,10,4,4,less,large_control,3.0,5.0,circle,蓝绿色,,是否少于三个绿松石圆圈？,不对,1,right,cross,turquoise,3,yellow,5,square,turquoise,5,yellow,0,pic10_large_control.svg,Trial
ESQ,10,1,5,more,empty_restrictor,3.0,5.0,circle,蓝绿色,,是否有三个以上的绿松石圆圈？,有趣的问题,3,right,cross,turquoise,3,yellow,5,heart,turquoise,3,yellow,2,pic10_empty_restrictor.svg,Trial
ESQ,10,2,6,more,empty_scope,3.0,5.0,circle,蓝绿色,,是否有三个以上的绿松石圆圈？,不对,4,right,cross,turquoise,3,yellow,5,square,turquoise,0,yellow,5,pic10_empty_scope.svg,Trial
ESQ,10,3,7,more,small_control,3.0,5.0,circle,蓝绿色,,是否有三个以上的绿松石圆圈？,不对,1,right,cross,turquoise,3,yellow,5,square,turquoise,2,yellow,3,pic10_small_control.svg,Trial
ESQ,10,4,8,more,large_control,3.0,5.0,circle,蓝绿色,,是否有三个以上的绿松石圆圈？,对的,2,right,cross,turquoise,3,yellow,5,square,turquoise,5,yellow,0,pic10_large_control.svg,Trial
ESQ,10,1,9,every,empty_restrictor,3.0,5.0,circle,蓝绿色,,每个圆圈都是绿松石色的吗？,有趣的问题,4,right,cross,turquoise,3,yellow,5,heart,turquoise,3,yellow,2,pic10_empty_restrictor.svg,Trial
ESQ,10,2,10,every,empty_scope,3.0,5.0,circle,蓝绿色,,每个圆圈都是绿松石色的吗？,不对,1,right,cross,turquoise,3,yellow,5,square,turquoise,0,yellow,5,pic10_empty_scope.svg,Trial
ESQ,10,3,11,every,small_control,3.0,5.0,circle,蓝绿色,,每个圆圈都是绿松石色的吗？,不对,2,right,cross,turquoise,3,yellow,5,square,turquoise,2,yellow,3,pic10_small_control.svg,Trial
ESQ,10,4,12,every,large_control,3.0,5.0,circle,蓝绿色,,每个圆圈都是绿松石色的吗？,对的,3,right,cross,turquoise,3,yellow,5,square,turquoise,5,yellow,0,pic10_large_control.svg,Trial
ESQ,10,1,13,no,empty_restrictor,3.0,5.0,circle,蓝绿色,,这不是蓝绿色的圆吗？,有趣的问题,1,right,cross,turquoise,3,yellow,5,heart,turquoise,3,yellow,2,pic10_empty_restrictor.svg,Trial
ESQ,10,2,14,no,empty_scope,3.0,5.0,circle,蓝绿色,,这不是蓝绿色的圆吗？,对的,2,right,cross,turquoise,3,yellow,5,square,turquoise,0,yellow,5,pic10_empty_scope.svg,Trial
ESQ,10,3,15,no,small_control,3.0,5.0,circle,蓝绿色,,这不是蓝绿色的圆吗？,不对,3,right,cross,turquoise,3,yellow,5,square,turquoise,2,yellow,3,pic10_small_control.svg,Trial
ESQ,10,4,16,no,large_control,3.0,5.0,circle,蓝绿色,,这不是蓝绿色的圆吗？,不对,4,right,cross,turquoise,3,yellow,5,square,turquoise,5,yellow,0,pic10_large_control.svg,Trial
ESQ,11,1,1,less,empty_restrictor,3.0,5.0,circle,黄色,,是否少于三个黄色圆圈？,有趣的问题,3,left,triangle,yellow,3,brown,2,cross,yellow,5,brown,1,pic11_empty_restrictor.svg,Trial
ESQ,11,2,2,less,empty_scope,3.0,5.0,circle,黄色,,是否少于三个黄色圆圈？,对的,4,left,circle,yellow,0,brown,5,cross,yellow,5,brown,1,pic11_empty_scope.svg,Trial
ESQ,11,3,3,less,small_control,3.0,5.0,circle,黄色,,是否少于三个黄色圆圈？,对的,1,left,circle,yellow,1,brown,4,cross,yellow,5,brown,1,pic11_small_control.svg,Trial
ESQ,11,4,4,less,large_control,3.0,5.0,circle,黄色,,是否少于三个黄色圆圈？,不对,2,left,circle,yellow,5,brown,0,cross,yellow,5,brown,1,pic11_large_control.svg,Trial
ESQ,11,1,5,more,empty_restrictor,3.0,5.0,circle,黄色,,是否有三个以上的黄色圆圈？,有趣的问题,4,left,triangle,yellow,3,brown,2,cross,yellow,5,brown,1,pic11_empty_restrictor.svg,Trial
ESQ,11,2,6,more,empty_scope,3.0,5.0,circle,黄色,,是否有三个以上的黄色圆圈？,不对,1,left,circle,yellow,0,brown,5,cross,yellow,5,brown,1,pic11_empty_scope.svg,Trial
ESQ,11,3,7,more,small_control,3.0,5.0,circle,黄色,,是否有三个以上的黄色圆圈？,不对,2,left,circle,yellow,1,brown,4,cross,yellow,5,brown,1,pic11_small_control.svg,Trial
ESQ,11,4,8,more,large_control,3.0,5.0,circle,黄色,,是否有三个以上的黄色圆圈？,对的,3,left,circle,yellow,5,brown,0,cross,yellow,5,brown,1,pic11_large_control.svg,Trial
ESQ,11,1,9,every,empty_restrictor,3.0,5.0,circle,黄色,,每个圆圈是黄色的吗？,有趣的问题,1,left,triangle,yellow,3,brown,2,cross,yellow,5,brown,1,pic11_empty_restrictor.svg,Trial
ESQ,11,2,10,every,empty_scope,3.0,5.0,circle,黄色,,每个圆圈是黄色的吗？,不对,2,left,circle,yellow,0,brown,5,cross,yellow,5,brown,1,pic11_empty_scope.svg,Trial
ESQ,11,3,11,every,small_control,3.0,5.0,circle,黄色,,每个圆圈是黄色的吗？,不对,3,left,circle,yellow,1,brown,4,cross,yellow,5,brown,1,pic11_small_control.svg,Trial
ESQ,11,4,12,every,large_control,3.0,5.0,circle,黄色,,每个圆圈是黄色的吗？,对的,4,left,circle,yellow,5,brown,0,cross,yellow,5,brown,1,pic11_large_control.svg,Trial
ESQ,11,1,13,no,empty_restrictor,3.0,5.0,circle,黄色,,圆圈不是黄色的吗？,有趣的问题,2,left,triangle,yellow,3,brown,2,cross,yellow,5,brown,1,pic11_empty_restrictor.svg,Trial
ESQ,11,2,14,no,empty_scope,3.0,5.0,circle,黄色,,圆圈不是黄色的吗？,对的,3,left,circle,yellow,0,brown,5,cross,yellow,5,brown,1,pic11_empty_scope.svg,Trial
ESQ,11,3,15,no,small_control,3.0,5.0,circle,黄色,,圆圈不是黄色的吗？,不对,4,left,circle,yellow,1,brown,4,cross,yellow,5,brown,1,pic11_small_control.svg,Trial
ESQ,11,4,16,no,large_control,3.0,5.0,circle,黄色,,圆圈不是黄色的吗？,不对,1,left,circle,yellow,5,brown,0,cross,yellow,5,brown,1,pic11_large_control.svg,Trial
ESQ,12,1,1,less,empty_restrictor,4.0,6.0,cross,灰色,,是否少于四个十字灰色？,有趣的问题,4,left,heart,grey,3,purple,3,circle,grey,6,purple,2,pic12_empty_restrictor.svg,Trial
ESQ,12,2,2,less,empty_scope,4.0,6.0,cross,灰色,,是否少于四个十字灰色？,对的,1,left,cross,grey,0,purple,6,circle,grey,6,purple,2,pic12_empty_scope.svg,Trial
ESQ,12,3,3,less,small_control,4.0,6.0,cross,灰色,,是否少于四个十字灰色？,对的,2,left,cross,grey,1,purple,5,circle,grey,6,purple,2,pic12_small_control.svg,Trial
ESQ,12,4,4,less,large_control,4.0,6.0,cross,灰色,,是否少于四个十字灰色？,不对,3,left,cross,grey,6,purple,0,circle,grey,6,purple,2,pic12_large_control.svg,Trial
ESQ,12,1,5,more,empty_restrictor,4.0,6.0,cross,灰色,,是否超过四个十字架是灰色的？,有趣的问题,1,left,heart,grey,3,purple,3,circle,grey,6,purple,2,pic12_empty_restrictor.svg,Trial
ESQ,12,2,6,more,empty_scope,4.0,6.0,cross,灰色,,是否超过四个十字架是灰色的？,不对,2,left,cross,grey,0,purple,6,circle,grey,6,purple,2,pic12_empty_scope.svg,Trial
ESQ,12,3,7,more,small_control,4.0,6.0,cross,灰色,,是否超过四个十字架是灰色的？,不对,3,left,cross,grey,1,purple,5,circle,grey,6,purple,2,pic12_small_control.svg,Trial
ESQ,12,4,8,more,large_control,4.0,6.0,cross,灰色,,是否超过四个十字架是灰色的？,对的,4,left,cross,grey,6,purple,0,circle,grey,6,purple,2,pic12_large_control.svg,Trial
ESQ,12,1,9,every,empty_restrictor,4.0,6.0,cross,灰色,,每个十字架都是灰色的吗？,有趣的问题,2,left,heart,grey,3,purple,3,circle,grey,6,purple,2,pic12_empty_restrictor.svg,Trial
ESQ,12,2,10,every,empty_scope,4.0,6.0,cross,灰色,,每个十字架都是灰色的吗？,不对,3,left,cross,grey,0,purple,6,circle,grey,6,purple,2,pic12_empty_scope.svg,Trial
ESQ,12,3,11,every,small_control,4.0,6.0,cross,灰色,,每个十字架都是灰色的吗？,不对,4,left,cross,grey,1,purple,5,circle,grey,6,purple,2,pic12_small_control.svg,Trial
ESQ,12,4,12,every,large_control,4.0,6.0,cross,灰色,,每个十字架都是灰色的吗？,对的,1,left,cross,grey,6,purple,0,circle,grey,6,purple,2,pic12_large_control.svg,Trial
ESQ,12,1,13,no,empty_restrictor,4.0,6.0,cross,灰色,,不是十字灰吗？,有趣的问题,3,left,heart,grey,3,purple,3,circle,grey,6,purple,2,pic12_empty_restrictor.svg,Trial
ESQ,12,2,14,no,empty_scope,4.0,6.0,cross,灰色,,不是十字灰吗？,对的,4,left,cross,grey,0,purple,6,circle,grey,6,purple,2,pic12_empty_scope.svg,Trial
ESQ,12,3,15,no,small_control,4.0,6.0,cross,灰色,,不是十字灰吗？,不对,1,left,cross,grey,1,purple,5,circle,grey,6,purple,2,pic12_small_control.svg,Trial
ESQ,12,4,16,no,large_control,4.0,6.0,cross,灰色,,不是十字灰吗？,不对,2,left,cross,grey,6,purple,0,circle,grey,6,purple,2,pic12_large_control.svg,Trial
ESQ,13,1,1,less,empty_restrictor,3.0,5.0,triangle,Black,,黑色三角形是不是少于三个？,有趣的问题,1,left,square,black,3,turquoise,2,heart,black,3,turquoise,5,pic13_empty_restrictor.svg,Trial
ESQ,13,2,2,less,empty_scope,3.0,5.0,triangle,Black,,黑色三角形是不是少于三个？,对的,2,left,triangle,black,0,turquoise,5,heart,black,3,turquoise,5,pic13_empty_scope.svg,Trial
ESQ,13,3,3,less,small_control,3.0,5.0,triangle,Black,,黑色三角形是不是少于三个？,对的,3,left,triangle,black,1,turquoise,4,heart,black,3,turquoise,5,pic13_small_control.svg,Trial
ESQ,13,4,4,less,large_control,3.0,5.0,triangle,Black,,黑色三角形是不是少于三个？,不对,4,left,triangle,black,5,turquoise,0,heart,black,3,turquoise,5,pic13_large_control.svg,Trial
ESQ,13,1,5,more,empty_restrictor,3.0,5.0,triangle,Black,,三个以上的三角形是黑色的吗？,有趣的问题,2,left,square,black,3,turquoise,2,heart,black,3,turquoise,5,pic13_empty_restrictor.svg,Trial
ESQ,13,2,6,more,empty_scope,3.0,5.0,triangle,Black,,三个以上的三角形是黑色的吗？,不对,3,left,triangle,black,0,turquoise,5,heart,black,3,turquoise,5,pic13_empty_scope.svg,Trial
ESQ,13,3,7,more,small_control,3.0,5.0,triangle,Black,,三个以上的三角形是黑色的吗？,不对,4,left,triangle,black,1,turquoise,4,heart,black,3,turquoise,5,pic13_small_control.svg,Trial
ESQ,13,4,8,more,large_control,3.0,5.0,triangle,Black,,三个以上的三角形是黑色的吗？,对的,1,left,triangle,black,5,turquoise,0,heart,black,3,turquoise,5,pic13_large_control.svg,Trial
ESQ,13,1,9,every,empty_restrictor,3.0,5.0,triangle,Black,,每个三角形都是黑色的吗？,有趣的问题,3,left,square,black,3,turquoise,2,heart,black,3,turquoise,5,pic13_empty_restrictor.svg,Trial
ESQ,13,2,10,every,empty_scope,3.0,5.0,triangle,Black,,每个三角形都是黑色的吗？,不对,4,left,triangle,black,0,turquoise,5,heart,black,3,turquoise,5,pic13_empty_scope.svg,Trial
ESQ,13,3,11,every,small_control,3.0,5.0,triangle,Black,,每个三角形都是黑色的吗？,不对,1,left,triangle,black,1,turquoise,4,heart,black,3,turquoise,5,pic13_small_control.svg,Trial
ESQ,13,4,12,every,large_control,3.0,5.0,triangle,Black,,每个三角形都是黑色的吗？,对的,2,left,triangle,black,5,turquoise,0,heart,black,3,turquoise,5,pic13_large_control.svg,Trial
ESQ,13,1,13,no,empty_restrictor,3.0,5.0,triangle,Black,,三角形不是黑色的吗？,有趣的问题,4,left,square,black,3,turquoise,2,heart,black,3,turquoise,5,pic13_empty_restrictor.svg,Trial
ESQ,13,2,14,no,empty_scope,3.0,5.0,triangle,Black,,三角形不是黑色的吗？,对的,1,left,triangle,black,0,turquoise,5,heart,black,3,turquoise,5,pic13_empty_scope.svg,Trial
ESQ,13,3,15,no,small_control,3.0,5.0,triangle,Black,,三角形不是黑色的吗？,不对,2,left,triangle,black,1,turquoise,4,heart,black,3,turquoise,5,pic13_small_control.svg,Trial
ESQ,13,4,16,no,large_control,3.0,5.0,triangle,Black,,三角形不是黑色的吗？,不对,3,left,triangle,black,5,turquoise,0,heart,black,3,turquoise,5,pic13_large_control.svg,Trial
ESQ,14,1,1,less,empty_restrictor,4.0,7.0,cross,粉红,,粉红色的十字架是否少于4个？,有趣的问题,2,left,heart,pink,3,black,4,triangle,pink,4,black,4,pic14_empty_restrictor.svg,Trial
ESQ,14,2,2,less,empty_scope,4.0,7.0,cross,粉红,,粉红色的十字架是否少于4个？,对的,3,left,cross,pink,0,black,7,triangle,pink,4,black,4,pic14_empty_scope.svg,Trial
ESQ,14,3,3,less,small_control,4.0,7.0,cross,粉红,,粉红色的十字架是否少于4个？,对的,4,left,cross,pink,1,black,6,triangle,pink,4,black,4,pic14_small_control.svg,Trial
ESQ,14,4,4,less,large_control,4.0,7.0,cross,粉红,,粉红色的十字架是否少于4个？,不对,1,left,cross,pink,7,black,0,triangle,pink,4,black,4,pic14_large_control.svg,Trial
ESQ,14,1,5,more,empty_restrictor,4.0,7.0,cross,粉红,,是否超过四个十字架是粉红色的？,有趣的问题,3,left,heart,pink,3,black,4,triangle,pink,4,black,4,pic14_empty_restrictor.svg,Trial
ESQ,14,2,6,more,empty_scope,4.0,7.0,cross,粉红,,是否超过四个十字架是粉红色的？,不对,4,left,cross,pink,0,black,7,triangle,pink,4,black,4,pic14_empty_scope.svg,Trial
ESQ,14,3,7,more,small_control,4.0,7.0,cross,粉红,,是否超过四个十字架是粉红色的？,不对,1,left,cross,pink,1,black,6,triangle,pink,4,black,4,pic14_small_control.svg,Trial
ESQ,14,4,8,more,large_control,4.0,7.0,cross,粉红,,是否超过四个十字架是粉红色的？,对的,2,left,cross,pink,7,black,0,triangle,pink,4,black,4,pic14_large_control.svg,Trial
ESQ,14,1,9,every,empty_restrictor,4.0,7.0,cross,粉红,,每个十字架都是粉红色的吗？,有趣的问题,4,left,heart,pink,3,black,4,triangle,pink,4,black,4,pic14_empty_restrictor.svg,Trial
ESQ,14,2,10,every,empty_scope,4.0,7.0,cross,粉红,,每个十字架都是粉红色的吗？,不对,1,left,cross,pink,0,black,7,triangle,pink,4,black,4,pic14_empty_scope.svg,Trial
ESQ,14,3,11,every,small_control,4.0,7.0,cross,粉红,,每个十字架都是粉红色的吗？,不对,2,left,cross,pink,1,black,6,triangle,pink,4,black,4,pic14_small_control.svg,Trial
ESQ,14,4,12,every,large_control,4.0,7.0,cross,粉红,,每个十字架都是粉红色的吗？,对的,3,left,cross,pink,7,black,0,triangle,pink,4,black,4,pic14_large_control.svg,Trial
ESQ,14,1,13,no,empty_restrictor,4.0,7.0,cross,粉红,,不是十字架粉红色的吗？,有趣的问题,1,left,heart,pink,3,black,4,triangle,pink,4,black,4,pic14_empty_restrictor.svg,Trial
ESQ,14,2,14,no,empty_scope,4.0,7.0,cross,粉红,,不是十字架粉红色的吗？,对的,2,left,cross,pink,0,black,7,triangle,pink,4,black,4,pic14_empty_scope.svg,Trial
ESQ,14,3,15,no,small_control,4.0,7.0,cross,粉红,,不是十字架粉红色的吗？,不对,3,left,cross,pink,1,black,6,triangle,pink,4,black,4,pic14_small_control.svg,Trial
ESQ,14,4,16,no,large_control,4.0,7.0,cross,粉红,,不是十字架粉红色的吗？,不对,4,left,cross,pink,7,black,0,triangle,pink,4,black,4,pic14_large_control.svg,Trial
ESQ,15,1,1,less,empty_restrictor,3.0,5.0,circle,蓝色,,是否少于三个蓝色三角形？,有趣的问题,3,left,circle,blue,3,yellow,2,square,blue,5,yellow,3,pic15_empty_restrictor.svg,Trial
ESQ,15,2,2,less,empty_scope,3.0,5.0,circle,蓝色,,是否少于三个蓝色三角形？,对的,4,left,triangle,blue,0,yellow,5,square,blue,5,yellow,3,pic15_empty_scope.svg,Trial
ESQ,15,3,3,less,small_control,3.0,5.0,circle,蓝色,,是否少于三个蓝色三角形？,对的,1,left,triangle,blue,2,yellow,3,square,blue,5,yellow,3,pic15_small_control.svg,Trial
ESQ,15,4,4,less,large_control,3.0,5.0,circle,蓝色,,是否少于三个蓝色三角形？,不对,2,left,triangle,blue,5,yellow,0,square,blue,5,yellow,3,pic15_large_control.svg,Trial
ESQ,15,1,5,more,empty_restrictor,3.0,5.0,circle,蓝色,,是否超过三个三角形是蓝色的？,有趣的问题,4,left,circle,blue,3,yellow,2,square,blue,5,yellow,3,pic15_empty_restrictor.svg,Trial
ESQ,15,2,6,more,empty_scope,3.0,5.0,circle,蓝色,,是否超过三个三角形是蓝色的？,不对,1,left,triangle,blue,0,yellow,5,square,blue,5,yellow,3,pic15_empty_scope.svg,Trial
ESQ,15,3,7,more,small_control,3.0,5.0,circle,蓝色,,是否超过三个三角形是蓝色的？,不对,2,left,triangle,blue,2,yellow,3,square,blue,5,yellow,3,pic15_small_control.svg,Trial
ESQ,15,4,8,more,large_control,3.0,5.0,circle,蓝色,,是否超过三个三角形是蓝色的？,对的,3,left,triangle,blue,5,yellow,0,square,blue,5,yellow,3,pic15_large_control.svg,Trial
ESQ,15,1,9,every,empty_restrictor,3.0,5.0,circle,蓝色,,每个三角形都是蓝色的吗？,有趣的问题,1,left,circle,blue,3,yellow,2,square,blue,5,yellow,3,pic15_empty_restrictor.svg,Trial
ESQ,15,2,10,every,empty_scope,3.0,5.0,circle,蓝色,,每个三角形都是蓝色的吗？,不对,2,left,triangle,blue,0,yellow,5,square,blue,5,yellow,3,pic15_empty_scope.svg,Trial
ESQ,15,3,11,every,small_control,3.0,5.0,circle,蓝色,,每个三角形都是蓝色的吗？,不对,3,left,triangle,blue,2,yellow,3,square,blue,5,yellow,3,pic15_small_control.svg,Trial
ESQ,15,4,12,every,large_control,3.0,5.0,circle,蓝色,,每个三角形都是蓝色的吗？,对的,4,left,triangle,blue,5,yellow,0,square,blue,5,yellow,3,pic15_large_control.svg,Trial
ESQ,15,1,13,no,empty_restrictor,3.0,5.0,circle,蓝色,,三角形不是蓝色的吗？,有趣的问题,2,left,circle,blue,3,yellow,2,square,blue,5,yellow,3,pic15_empty_restrictor.svg,Trial
ESQ,15,2,14,no,empty_scope,3.0,5.0,circle,蓝色,,三角形不是蓝色的吗？,对的,3,left,triangle,blue,0,yellow,5,square,blue,5,yellow,3,pic15_empty_scope.svg,Trial
ESQ,15,3,15,no,small_control,3.0,5.0,circle,蓝色,,三角形不是蓝色的吗？,不对,4,left,triangle,blue,2,yellow,3,square,blue,5,yellow,3,pic15_small_control.svg,Trial
ESQ,15,4,16,no,large_control,3.0,5.0,circle,蓝色,,三角形不是蓝色的吗？,不对,1,left,triangle,blue,5,yellow,0,square,blue,5,yellow,3,pic15_large_control.svg,Trial
ESQ,16,1,1,less,empty_restrictor,4.0,7.0,heart,绿,,少于四颗心是绿色的吗？,有趣的问题,4,left,square,green,3,grey,4,cross,green,3,grey,3,pic16_empty_restrictor.svg,Trial
ESQ,16,2,2,less,empty_scope,4.0,7.0,heart,绿,,少于四颗心是绿色的吗？,对的,1,left,heart,green,0,grey,7,cross,green,3,grey,3,pic16_empty_scope.svg,Trial
ESQ,16,3,3,less,small_control,4.0,7.0,heart,绿,,少于四颗心是绿色的吗？,对的,2,left,heart,green,2,grey,5,cross,green,3,grey,3,pic16_small_control.svg,Trial
ESQ,16,4,4,less,large_control,4.0,7.0,heart,绿,,少于四颗心是绿色的吗？,不对,3,left,heart,green,7,grey,0,cross,green,3,grey,3,pic16_large_control.svg,Trial
ESQ,16,1,5,more,empty_restrictor,4.0,7.0,heart,绿,,四颗以上的心是绿色的吗？,有趣的问题,1,left,square,green,3,grey,4,cross,green,3,grey,3,pic16_empty_restrictor.svg,Trial
ESQ,16,2,6,more,empty_scope,4.0,7.0,heart,绿,,四颗以上的心是绿色的吗？,不对,2,left,heart,green,0,grey,7,cross,green,3,grey,3,pic16_empty_scope.svg,Trial
ESQ,16,3,7,more,small_control,4.0,7.0,heart,绿,,四颗以上的心是绿色的吗？,不对,3,left,heart,green,2,grey,5,cross,green,3,grey,3,pic16_small_control.svg,Trial
ESQ,16,4,8,more,large_control,4.0,7.0,heart,绿,,四颗以上的心是绿色的吗？,对的,4,left,heart,green,7,grey,0,cross,green,3,grey,3,pic16_large_control.svg,Trial
ESQ,16,1,9,every,empty_restrictor,4.0,7.0,heart,绿,,每颗心都是绿色的吗？,有趣的问题,2,left,square,green,3,grey,4,cross,green,3,grey,3,pic16_empty_restrictor.svg,Trial
ESQ,16,2,10,every,empty_scope,4.0,7.0,heart,绿,,每颗心都是绿色的吗？,不对,3,left,heart,green,0,grey,7,cross,green,3,grey,3,pic16_empty_scope.svg,Trial
ESQ,16,3,11,every,small_control,4.0,7.0,heart,绿,,每颗心都是绿色的吗？,不对,4,left,heart,green,2,grey,5,cross,green,3,grey,3,pic16_small_control.svg,Trial
ESQ,16,4,12,every,large_control,4.0,7.0,heart,绿,,每颗心都是绿色的吗？,对的,1,left,heart,green,7,grey,0,cross,green,3,grey,3,pic16_large_control.svg,Trial
ESQ,16,1,13,no,empty_restrictor,4.0,7.0,heart,绿,,心脏不是绿色的吗？,有趣的问题,3,left,square,green,3,grey,4,cross,green,3,grey,3,pic16_empty_restrictor.svg,Trial
ESQ,16,2,14,no,empty_scope,4.0,7.0,heart,绿,,心脏不是绿色的吗？,对的,4,left,heart,green,0,grey,7,cross,green,3,grey,3,pic16_empty_scope.svg,Trial
ESQ,16,3,15,no,small_control,4.0,7.0,heart,绿,,心脏不是绿色的吗？,不对,1,left,heart,green,2,grey,5,cross,green,3,grey,3,pic16_small_control.svg,Trial
ESQ,16,4,16,no,large_control,4.0,7.0,heart,绿,,心脏不是绿色的吗？,不对,2,left,heart,green,7,grey,0,cross,green,3,grey,3,pic16_large_control.svg,Trial
ESQ,17,1,1,less,empty_restrictor,3.0,6.0,circle,紫罗兰色,,小于三个正方形是紫色的吗？,有趣的问题,1,left,triangle,purple,3,green,3,heart,purple,4,green,3,pic17_empty_restrictor.svg,Trial
ESQ,17,2,2,less,empty_scope,3.0,6.0,circle,紫罗兰色,,小于三个正方形是紫色的吗？,对的,2,left,square,purple,0,green,6,heart,purple,4,green,3,pic17_empty_scope.svg,Trial
ESQ,17,3,3,less,small_control,3.0,6.0,circle,紫罗兰色,,小于三个正方形是紫色的吗？,对的,3,left,square,purple,2,green,4,heart,purple,4,green,3,pic17_small_control.svg,Trial
ESQ,17,4,4,less,large_control,3.0,6.0,circle,紫罗兰色,,小于三个正方形是紫色的吗？,不对,4,left,square,purple,6,green,0,heart,purple,4,green,3,pic17_large_control.svg,Trial
ESQ,17,1,5,more,empty_restrictor,3.0,6.0,circle,紫罗兰色,,有三个以上的方块是紫色的吗？,有趣的问题,2,left,triangle,purple,3,green,3,heart,purple,4,green,3,pic17_empty_restrictor.svg,Trial
ESQ,17,2,6,more,empty_scope,3.0,6.0,circle,紫罗兰色,,有三个以上的方块是紫色的吗？,不对,3,left,square,purple,0,green,6,heart,purple,4,green,3,pic17_empty_scope.svg,Trial
ESQ,17,3,7,more,small_control,3.0,6.0,circle,紫罗兰色,,有三个以上的方块是紫色的吗？,不对,4,left,square,purple,2,green,4,heart,purple,4,green,3,pic17_small_control.svg,Trial
ESQ,17,4,8,more,large_control,3.0,6.0,circle,紫罗兰色,,有三个以上的方块是紫色的吗？,对的,1,left,square,purple,6,green,0,heart,purple,4,green,3,pic17_large_control.svg,Trial
ESQ,17,1,9,every,empty_restrictor,3.0,6.0,circle,紫罗兰色,,每个方块都是紫色的吗？,有趣的问题,3,left,triangle,purple,3,green,3,heart,purple,4,green,3,pic17_empty_restrictor.svg,Trial
ESQ,17,2,10,every,empty_scope,3.0,6.0,circle,紫罗兰色,,每个方块都是紫色的吗？,不对,4,left,square,purple,0,green,6,heart,purple,4,green,3,pic17_empty_scope.svg,Trial
ESQ,17,3,11,every,small_control,3.0,6.0,circle,紫罗兰色,,每个方块都是紫色的吗？,不对,1,left,square,purple,2,green,4,heart,purple,4,green,3,pic17_small_control.svg,Trial
ESQ,17,4,12,every,large_control,3.0,6.0,circle,紫罗兰色,,每个方块都是紫色的吗？,对的,2,left,square,purple,6,green,0,heart,purple,4,green,3,pic17_large_control.svg,Trial
ESQ,17,1,13,no,empty_restrictor,3.0,6.0,circle,紫罗兰色,,不是方紫色的吗？,有趣的问题,4,left,triangle,purple,3,green,3,heart,purple,4,green,3,pic17_empty_restrictor.svg,Trial
ESQ,17,2,14,no,empty_scope,3.0,6.0,circle,紫罗兰色,,不是方紫色的吗？,对的,1,left,square,purple,0,green,6,heart,purple,4,green,3,pic17_empty_scope.svg,Trial
ESQ,17,3,15,no,small_control,3.0,6.0,circle,紫罗兰色,,不是方紫色的吗？,不对,2,left,square,purple,2,green,4,heart,purple,4,green,3,pic17_small_control.svg,Trial
ESQ,17,4,16,no,large_control,3.0,6.0,circle,紫罗兰色,,不是方紫色的吗？,不对,3,left,square,purple,6,green,0,heart,purple,4,green,3,pic17_large_control.svg,Trial
