id,experiment,item,condition,quantifier,scenario,sentence,n_quantifier,n_target_objects,response_order,ordered_responses,pictureRT,response,expected_response,image_error,time out,read_time,list
65b5255086520,SI,314,2,einige,einige_all,Sind einige der Herzen grün?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1280,39,"ja, stimmt",False,0,[540],4
65b5255086520,ES_Q,15,12,every,large_control,Ist jedes Dreieck blau?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",748,39,"ja, stimmt",False,0,[528],4
65b5255086520,Homogeneity,226,2,NA,no_scenario,Sind die Herzen grau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1414,40,"nein, stimmt nicht",False,0,[866],4
65b5255086520,FC,107,7,every,true_control_target_right,Ist jedes Quadrat entweder grün oder gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2173,39,"ja, stimmt",False,0,[709],4
65b5255086520,Up_to,410,2,at_most,at_most_zero,Sind höchstens drei Herzen orange?,drei,10,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2150,39,"ja, stimmt",False,0,[776],4
65b5255086520,ES_Q,9,7,more,small_control,Sind mehr als vier Dreiecke rot?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2732,40,"nein, stimmt nicht",False,0,[593],4
65b5255086520,ES_Q,7,5,more,empty_restrictor,Sind mehr als vier Quadrate schwarz?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1129,37,komische frage,False,0,[598],4
65b5255086520,FC,107,1,every,psp_violation_target_left,Ist jedes Quadrat entweder gelb oder grün?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1084,37,komische frage,False,0,[768],4
65b5255086520,ES_Q,11,2,less,empty_scope,Sind weniger als drei Kreise gelb?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1380,39,"ja, stimmt",False,0,[385],4
65b5255086520,SI,318,2,einige,einige_all,Sind einige der Dreiecke grau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2784,39,"ja, stimmt",False,0,[698],4
65b5255086520,ES_Q,12,14,no,empty_scope,Ist kein Kreuz grau?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1265,39,"ja, stimmt",False,0,[1196],4
65b5255086520,FC,106,8,every,false_control_target_right,Ist jedes Dreieck entweder gelb oder blau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1881,40,"nein, stimmt nicht",False,0,[818],4
65b5255086520,SI,307,1,einige,einige_some_but_not_all,Sind einige der Kreise schwarz?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2337,39,"ja, stimmt",False,0,[639],4
65b5255086520,ES_Q,1,4,less,large_control,Sind weniger als drei Quadrate blau?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",959,37,"nein, stimmt nicht",False,0,[646],4
65b5255086520,FC,107,6,every,target_target_right,Ist jedes Quadrat entweder grün oder gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1471,40,"ja, stimmt",False,0,[998],4
65b5255086520,FC,105,1,every,psp_violation_target_left,Ist jeder Kreis entweder grau oder schwarz?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1340,37,komische frage,False,0,[2546],4
65b5255086520,SI,312,1,einige,einige_some_but_not_all,Sind einige der Kreuze blau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1924,39,"ja, stimmt",False,0,[701],4
65b5255086520,Homogeneity,231,4,NA,all_scenario,Sind die Herzen blau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",572,39,"ja, stimmt",False,0,[534],4
65b5255086520,Homogeneity,214,2,NA,no_scenario,Sind die Kreise grün?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1074,40,"nein, stimmt nicht",False,0,[557],4
65b5255086520,Homogeneity,202,2,NA,no_scenario,Sind die Quadrate rot?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1135,40,"nein, stimmt nicht",False,0,[533],4
65b5255086520,ES_Q,19,2,less,empty_scope,Sind weniger als vier Kreuze gelb?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1737,39,"ja, stimmt",False,0,[1218],4
65b5255086520,ES_Q,7,12,every,large_control,Ist jedes Quadrat schwarz?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",734,40,"ja, stimmt",False,0,[760],4
65b5255086520,ES_Q,15,15,no,small_control,Ist kein Dreieck blau?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1343,40,"nein, stimmt nicht",False,0,[743],4
65b5255086520,ES_Q,18,3,less,small_control,Sind weniger als vier Quadrate orange?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1300,40,"ja, stimmt",False,0,[836],4
65b5255086520,ES_Q,10,6,more,empty_scope,Sind mehr als drei Kreise türkis?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1918,37,"nein, stimmt nicht",False,0,[687],4
65b5255086520,Homogeneity,238,2,NA,no_scenario,Sind die Dreiecke lila?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1091,40,"nein, stimmt nicht",False,0,[809],4
65b5255086520,ES_Q,2,16,no,large_control,Ist kein Kreis orange?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1025,40,"nein, stimmt nicht",False,0,[579],4
65b5255086520,ES_Q,19,12,every,large_control,Ist jedes Kreuz gelb?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",649,39,"ja, stimmt",False,0,[550],4
65b5255086520,FC,110,7,every,true_control_target_right,Ist jeder Kreis entweder rot oder gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1182,39,"ja, stimmt",False,0,[1421],4
65b5255086520,ES_Q,1,10,every,empty_scope,Ist jedes Quadrat blau?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",904,40,"nein, stimmt nicht",False,0,[618],4
65b5255086520,Homogeneity,217,3,NA,homogeneity,Sind die Kreuze schwarz?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2325,37,"ja, stimmt",False,0,[544],4
65b5255086520,Homogeneity,206,2,NA,no_scenario,Sind die Quadrate grau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2092,40,"nein, stimmt nicht",False,0,[692],4
65b5255086520,ES_Q,6,9,every,empty_restrictor,Ist jedes Herz türkis?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1134,37,komische frage,False,0,[572],4
65b5255086520,FC,106,4,every,false_control_target_left,Ist jedes Dreieck entweder blau oder gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1137,40,"nein, stimmt nicht",False,0,[1484],4
65b5255086520,Filler,1014,10,both,psp_failure_both,Sind beide Dreiecke blau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2931,37,komische frage,False,0,[1344],5
65b5255086520,Homogeneity,210,2,NA,no_scenario,Sind die Kreise pink?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1223,40,"nein, stimmt nicht",False,0,[497],4
65b5255086520,Homogeneity,225,3,NA,homogeneity,Sind die Herzen braun?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",3192,37,"ja, stimmt",False,0,[507],4
65b5255086520,Filler,1002,10,def_sing,psp_failure_definite_filler,Ist der Kreis rot?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2424,37,komische frage,False,0,[498],5
65b5255086520,ES_Q,3,2,less,empty_scope,Sind weniger als vier Herzen grau?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2180,39,"ja, stimmt",False,0,[596],4
65b5255086520,FC,109,5,every,psp_violation_target_right,Ist jedes Kreuz entweder lila oder grau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1219,37,komische frage,False,0,[1761],4
65b5255086520,FC,110,6,every,target_target_right,Ist jeder Kreis entweder rot oder gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2398,39,"ja, stimmt",False,0,[1274],4
65b5255086520,ES_Q,10,9,every,empty_restrictor,Ist jeder Kreis türkis?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1141,37,komische frage,False,0,[563],4
65b5255086520,Homogeneity,213,3,NA,homogeneity,Sind die Kreise gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",3158,37,"ja, stimmt",False,0,[994],4
65b5255086520,FC,108,3,every,true_control_target_left,Ist jedes Herz entweder gelb oder schwarz?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1781,39,"ja, stimmt",False,0,[769],4
65b5255086520,Filler,1003,10,def_sing,psp_failure_definite_filler,Ist das Dreieck blau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1300,37,komische frage,False,0,[1743],5
65b5255086520,ES_Q,8,11,every,small_control,Ist jeder Kreis grau?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2255,37,"nein, stimmt nicht",False,0,[931],4
65b5255086520,Homogeneity,222,2,NA,no_scenario,Sind die Kreuze rot?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2159,40,"nein, stimmt nicht",False,0,[570],4
65b5255086520,Homogeneity,220,1,NA,psp_failure,Sind die Kreuze pink?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",939,37,komische frage,False,0,[652],4
65b5255086520,ES_Q,14,3,less,small_control,Sind weniger als vier Kreuze pink?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1096,39,"ja, stimmt",False,0,[712],4
65b5255086520,Homogeneity,216,1,NA,psp_failure,Sind die Kreise grau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1647,37,komische frage,False,0,[980],4
65b5255086520,ES_Q,14,16,no,large_control,Ist kein Kreuz pink?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",877,40,"nein, stimmt nicht",False,0,[541],4
65b5255086520,Homogeneity,234,2,NA,no_scenario,Sind die Dreiecke grün?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1836,40,"nein, stimmt nicht",False,0,[561],4
65b5255086520,Homogeneity,203,4,NA,all_scenario,Sind die Quadrate gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1986,39,"ja, stimmt",False,0,[760],4
65b5255086520,Filler,1009,10,def_sing,psp_failure_definite_filler,Ist das Kreuz rot?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1722,37,komische frage,False,0,[2002],5
65b5255086520,FC,108,7,every,true_control_target_right,Ist jedes Herz entweder schwarz oder gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1406,39,"ja, stimmt",False,0,[1879],4
65b5255086520,Homogeneity,229,3,NA,homogeneity,Sind die Herzen türkis?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1615,37,"ja, stimmt",False,0,[742],4
65b5255086520,ES_Q,4,1,less,empty_restrictor,Sind weniger als vier Kreuze braun?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1619,37,komische frage,False,0,[1562],4
65b5255086520,ES_Q,16,1,less,empty_restrictor,Sind weniger als vier Herzen grün?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",983,37,komische frage,False,0,[642],4
65b5255086520,ES_Q,4,14,no,empty_scope,Ist kein Kreuz braun?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1162,39,"ja, stimmt",False,0,[570],4
65b5255086520,Filler,1015,10,both,psp_failure_both,Sind beide Kreise grün?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1799,37,komische frage,False,0,[474],5
65b5255086520,ES_Q,20,8,more,large_control,Sind mehr als drei Herzen pink?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1330,39,"ja, stimmt",False,0,[601],4
65b5255086520,Homogeneity,212,1,NA,psp_failure,Sind die Kreise rot?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1039,37,komische frage,False,0,[506],4
65b5255086520,FC,104,1,every,psp_violation_target_left,Ist jedes Kreuz entweder schwarz oder pink?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",976,39,komische frage,False,0,[780],4
65b5255086520,ES_Q,15,5,more,empty_restrictor,Sind mehr als drei Dreiecke blau?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1147,37,komische frage,False,0,[1630],4
65b5255086520,ES_Q,7,2,less,empty_scope,Sind weniger als vier Quadrate schwarz?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1508,40,"ja, stimmt",False,0,[844],4
65b5255086520,FC,105,2,every,target_target_left,Ist jeder Kreis entweder grau oder schwarz?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1426,39,"ja, stimmt",False,0,[801],4
65b5255086520,ES_Q,16,8,more,large_control,Sind mehr als vier Herzen grün?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",865,39,"ja, stimmt",False,0,[698],4
65b5255086520,Homogeneity,211,4,NA,all_scenario,Sind die Kreise blau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",607,39,"ja, stimmt",False,0,[512],4
65b5255086520,ES_Q,14,6,more,empty_scope,Sind mehr als vier Kreuze pink?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1136,40,"nein, stimmt nicht",False,0,[550],4
65b5255086520,FC,109,4,every,false_control_target_left,Ist jedes Kreuz entweder grau oder lila?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1367,40,"nein, stimmt nicht",False,0,[710],4
65b5255086520,Homogeneity,224,1,NA,psp_failure,Sind die Kreuze grün?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1884,37,komische frage,False,0,[638],4
65b5255086520,SI,308,1,einige,einige_some_but_not_all,Sind einige der Kreise grau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",738,39,"ja, stimmt",False,0,[695],4
65b5255086520,ES_Q,19,15,no,small_control,Ist kein Kreuz gelb?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1504,40,"nein, stimmt nicht",False,0,[539],4
65b5255086520,FC,109,6,every,target_target_right,Ist jedes Kreuz entweder lila oder grau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1288,39,"ja, stimmt",False,0,[695],4
65b5255086520,ES_Q,20,14,no,empty_scope,Ist kein Herz pink?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1176,39,"ja, stimmt",False,0,[620],4
65b5255086520,Homogeneity,233,3,NA,homogeneity,Sind die Dreiecke gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1319,37,"ja, stimmt",False,0,[578],4
65b5255086520,ES_Q,13,13,no,empty_restrictor,Ist kein Dreieck schwarz?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1319,37,komische frage,False,0,[517],4
65b5255086520,Up_to,406,2,at_most,at_most_zero,Sind höchstens drei Dreiecke braun?,drei,4,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1502,39,"ja, stimmt",False,0,[666],4
65b5255086520,ES_Q,9,4,less,large_control,Sind weniger als vier Dreiecke rot?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1074,40,"nein, stimmt nicht",False,0,[685],4
65b5255086520,Up_to,401,2,at_most,at_most_zero,Sind höchstens drei Dreiecke blau?,drei,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2092,39,"ja, stimmt",False,0,[645],4
65b5255086520,SI,319,1,einige,einige_some_but_not_all,Sind einige der Dreiecke lila?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",875,39,"ja, stimmt",False,0,[711],4
65b5255086520,FC,106,5,every,psp_violation_target_right,Ist jedes Dreieck entweder gelb oder blau?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1044,37,komische frage,False,0,[979],4
65b5255086520,ES_Q,2,9,every,empty_restrictor,Ist jeder Kreis orange?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1455,37,komische frage,False,0,[600],4
65b5255086520,FC,103,3,every,true_control_target_left,Ist jedes Herz entweder gelb oder türkis?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1001,39,"ja, stimmt",False,0,[587],4
65b5255086520,Homogeneity,205,3,NA,homogeneity,Sind die Quadrate braun?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1387,37,"ja, stimmt",False,0,[536],4
65b5255086520,ES_Q,11,15,no,small_control,Ist kein Kreis gelb?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2301,40,"nein, stimmt nicht",False,0,[514],4
65b5255086520,ES_Q,17,13,no,empty_restrictor,Ist kein Quadrat lila?,3,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1007,37,komische frage,False,0,[583],4
65b5255086520,ES_Q,20,11,every,small_control,Ist jedes Herz pink?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1053,40,"nein, stimmt nicht",False,0,[535],4
65b5255086520,ES_Q,11,5,more,empty_restrictor,Sind mehr als drei Kreise gelb?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",860,37,komische frage,False,0,[832],4
65b5255086520,Up_to,404,1,up_to,up_to_zero,Sind bis zu vier Kreuze grün?,vier,8,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1540,40,"nein, stimmt nicht",False,0,[586],4
65b5255086520,Filler,1001,10,def_sing,psp_failure_definite_filler,Ist das Quadrat gelb?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2040,39,komische frage,False,0,[588],5
65b5255086520,Filler,1013,10,both,psp_failure_both,Sind beide Kreuze lila?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2237,37,komische frage,False,0,[778],5
65b5255086520,FC,108,2,every,target_target_left,Ist jedes Herz entweder gelb oder schwarz?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1704,39,"ja, stimmt",False,0,[1223],4
65b5255086520,ES_Q,12,1,less,empty_restrictor,Sind weniger als vier Kreuze grau?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1683,40,komische frage,False,0,[677],4
65b5255086520,ES_Q,8,1,less,empty_restrictor,Sind weniger als drei Kreise grau?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",691,37,komische frage,False,0,[700],4
65b5255086520,Homogeneity,204,1,NA,psp_failure,Sind die Quadrate grün?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",2192,37,komische frage,False,0,[517],4
65b5255086520,SI,301,2,einige,einige_all,Sind einige der Quadrate rot?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",657,39,"ja, stimmt",False,0,[552],4
65b5255086520,SI,305,2,einige,einige_all,Sind einige der Kreise braun?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",722,39,"ja, stimmt",False,0,[473],4
65b5255086520,FC,110,1,every,psp_violation_target_left,Ist jeder Kreis entweder gelb oder rot?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1429,37,komische frage,False,0,[656],4
65b5255086520,ES_Q,12,11,every,small_control,Ist jedes Kreuz grau?,4,6,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1698,40,"nein, stimmt nicht",False,0,[433],4
65b5255086520,Filler,1004,10,def_sing,psp_failure_definite_filler,Ist das Kreuz braun?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",988,37,komische frage,False,0,[463],5
65b5255086520,ES_Q,18,16,no,large_control,Ist kein Quadrat orange?,4,7,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1677,40,"nein, stimmt nicht",False,0,[427],4
65b5255086520,SI,315,1,einige,einige_some_but_not_all,Sind einige der Herzen braun?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1489,39,"ja, stimmt",False,0,[394],4
65b5255086520,ES_Q,11,12,every,large_control,Ist jeder Kreis gelb?,3,5,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",952,39,"ja, stimmt",False,0,[387],4
65b5255086520,FC,104,4,every,false_control_target_left,Ist jedes Kreuz entweder schwarz oder pink?,NA,NA,6,"[['komische Frage'], ['nein, stimmt nicht'], ['ja, stimmt']]",1184,40,"nein, stimmt nicht",False,0,[696],4
65b49cbce7899,ES_Q,3,16,no,large_control,Ist kein Herz grau?,4,6,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",2527,39,"nein, stimmt nicht",False,0,[1184],1
65b49cbce7899,ES_Q,15,9,every,empty_restrictor,Ist jedes Dreieck blau?,3,5,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",3189,37,komische frage,False,0,[785],1
65b49cbce7899,Homogeneity,205,1,NA,psp_failure,Sind die Quadrate braun?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",4212,37,komische frage,False,0,[866],1
65b49cbce7899,ES_Q,15,3,less,small_control,Sind weniger als drei Dreiecke blau?,3,5,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",1964,37,"ja, stimmt",False,0,[2005],1
65b49cbce7899,FC,110,8,every,false_control_target_right,Ist jeder Kreis entweder rot oder gelb?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",3180,39,"nein, stimmt nicht",False,0,[3163],1
65b49cbce7899,FC,106,6,every,target_target_right,Ist jedes Dreieck entweder gelb oder blau?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",6759,37,"ja, stimmt",False,0,[4926],1
65b49cbce7899,FC,106,4,every,false_control_target_left,Ist jedes Dreieck entweder blau oder gelb?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",2324,39,"nein, stimmt nicht",False,0,[2420],1
65b49cbce7899,ES_Q,13,14,no,empty_scope,Ist kein Dreieck schwarz?,3,5,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",1771,37,"ja, stimmt",False,0,[1071],1
65b49cbce7899,ES_Q,11,9,every,empty_restrictor,Ist jeder Kreis gelb?,3,5,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",2022,37,komische frage,False,0,[1058],1
65b49cbce7899,FC,105,3,every,true_control_target_left,Ist jeder Kreis entweder grau oder schwarz?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",1958,37,"ja, stimmt",False,0,[1937],1
65b49cbce7899,FC,107,1,every,psp_violation_target_left,Ist jedes Quadrat entweder gelb oder grün?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",2390,37,komische frage,False,0,[1685],1
65b49cbce7899,ES_Q,9,8,more,large_control,Sind mehr als vier Dreiecke rot?,4,7,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",2505,37,"ja, stimmt",False,0,[1588],1
65b49cbce7899,SI,310,2,einige,einige_all,Sind einige der Kreuze türkis?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",2653,37,"ja, stimmt",False,0,[1139],1
65b49cbce7899,Homogeneity,203,2,NA,no_scenario,Sind die Quadrate gelb?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",1748,39,"nein, stimmt nicht",False,0,[665],1
65b49cbce7899,SI,314,2,einige,einige_all,Sind einige der Herzen grün?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",2851,37,"ja, stimmt",False,0,[883],1
65b49cbce7899,FC,108,4,every,false_control_target_left,Ist jedes Herz entweder gelb oder schwarz?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",6514,39,"nein, stimmt nicht",False,0,[911],1
65b49cbce7899,FC,104,6,every,target_target_right,Ist jedes Kreuz entweder pink oder schwarz?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",3587,37,"ja, stimmt",False,0,[1186],1
65b49cbce7899,FC,110,2,every,target_target_left,Ist jeder Kreis entweder gelb oder rot?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",3837,37,"ja, stimmt",False,0,[2925],1
65b49cbce7899,Homogeneity,223,2,NA,no_scenario,Sind die Kreuze gelb?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",1132,39,"nein, stimmt nicht",False,0,[719],1
65b49cbce7899,Homogeneity,217,1,NA,psp_failure,Sind die Kreuze schwarz?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",2119,37,komische frage,False,0,[734],1
65b49cbce7899,Homogeneity,232,4,NA,all_scenario,Sind die Herzen rot?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",1559,37,"ja, stimmt",False,0,[649],1
65b49cbce7899,Homogeneity,234,3,NA,homogeneity,Sind die Dreiecke grün?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",4263,39,"ja, stimmt",False,0,[746],1
65b49cbce7899,Homogeneity,224,4,NA,all_scenario,Sind die Kreuze grün?,NA,NA,5,"[['komische Frage'], ['ja, stimmt'], ['nein, stimmt nicht']]",1147,37,"ja, stimmt",False,0,[616],1
