trial_number,experiment,item,condition,condition_id,quantifier,scenario,sentence,expected,response,correct,reaction_time_ms,image
204,ESQ,14,2,6,more,empty_scope,超过四个十字架是粉红色的吗？,不，不是真的,不，不是真的,1,3492,pic14_empty_scope.svg
205,ESQ,4,3,11,every,small_control,每个十字架都是棕色的吗？,不，不是真的,不，不是真的,1,3017,pic4_small_control.svg
206,ESQ,11,2,6,more,empty_scope,超过三个圆圈是黄色的吗？,不，不是真的,不，不是真的,1,5801,pic11_empty_scope.svg
207,ESQ,7,2,2,less,empty_scope,少于四个方块是黑色的吗？,是的，没错,是的，没错,1,1502,pic7_empty_scope.svg
208,DIST,108,3,7,every,true_control_target_left,每颗心都是黄色还是黑色？,是的，没错,奇怪的问题,0,3419,pic108_true_control_target_left.svg
209,ESQ,3,3,15,no,small_control,没有心是灰色的吗？,不，不是真的,不，不是真的,1,1786,pic3_small_control.svg
210,DIST,110,4,8,every,false_control_target_left,每个圆圈是黄色还是红色？,不，不是真的,奇怪的问题,0,4261,pic110_false_control_target_left.svg
211,ESQ,2,2,14,no,empty_scope,不是有一个圆圈是橙色的吗？,是的，没错,是的，没错,1,4599,pic2_empty_scope.svg
212,ESQ,5,1,9,every,empty_restrictor,每个三角形都是紫色的吗？,奇怪的问题,奇怪的问题,1,5713,pic5_empty_restrictor.svg
213,ESQ,10,2,6,more,empty_scope,超过三个圆圈是绿松石吗？,不，不是真的,奇怪的问题,0,13497,pic10_empty_scope.svg
214,DIST,108,2,6,every,target_target_left,每颗心都是黄色还是黑色？,是的，没错,奇怪的问题,0,3147,pic108_target_target_left.svg
215,ESQ,13,2,10,every,empty_scope,每个三角形都是黑色的吗？,不，不是真的,不，不是真的,1,3490,pic13_empty_scope.svg
216,ESQ,11,2,2,less,empty_scope,少于三个圆圈是黄色的吗？,是的，没错,奇怪的问题,0,3288,pic11_empty_scope.svg
217,DIST,110,3,3,every,true_control_target_right,每个圆圈是红色还是黄色？,是的，没错,奇怪的问题,0,16068,pic110_true_control_target_right.svg
218,DIST,106,2,6,every,target_target_left,每个三角形是蓝色还是黄色？,是的，没错,奇怪的问题,0,7345,pic106_target_target_left.svg
219,ESQ,6,2,10,every,empty_scope,每颗心都是绿松石吗？,不，不是真的,不，不是真的,1,2032,pic6_empty_scope.svg
220,ESQ,19,2,10,every,empty_scope,每个十字架都是黄色的吗？,不，不是真的,不，不是真的,1,1196,pic19_empty_scope.svg
221,ESQ,13,2,6,more,empty_scope,三个以上的三角形都是黑色的吗？,不，不是真的,不，不是真的,1,2764,pic13_empty_scope.svg
222,DIST,102,1,5,every,psp_violation_target_left,每个方块是绿色还是橙色？,奇怪的问题,奇怪的问题,1,3754,pic102_psp_violation_target_left.svg
223,DIST,103,2,2,every,target_target_right,每颗心是绿松石色还是黄色？,是的，没错,不，不是真的,0,2380,pic103_target_target_right.svg
224,DIST,110,2,2,every,target_target_right,每个圆圈是红色还是黄色？,是的，没错,奇怪的问题,0,7655,pic110_target_target_right.svg
225,ESQ,15,3,15,no,small_control,三角形不是蓝色的吗？,不，不是真的,不，不是真的,1,3034,pic15_small_control.svg
226,ESQ,6,3,15,no,small_control,心不是绿松石吗？,不，不是真的,不，不是真的,1,3963,pic6_small_control.svg
227,ESQ,8,2,2,less,empty_scope,少于三个圆圈是灰色的吗？,是的，没错,奇怪的问题,0,8721,pic8_empty_scope.svg
228,ESQ,3,3,3,less,small_control,少于四颗心是灰色的吗？,是的，没错,是的，没错,1,3685,pic3_small_control.svg
229,ESQ,11,4,12,every,large_control,每个圆圈都是黄色的吗？,是的，没错,是的，没错,1,11538,pic11_large_control.svg
230,Filler,1006,10,10,,psp_failure_definite_filler,那个正方形是蓝色的吗？,奇怪的问题,是的，没错,0,3060,pic302_einige_all.svg
231,ESQ,1,2,6,more,empty_scope,三个以上的方块都是蓝色的吗？,不，不是真的,不，不是真的,1,4256,pic1_empty_scope.svg
232,ESQ,6,1,5,more,empty_restrictor,三颗以上的心是绿松石吗？,奇怪的问题,不，不是真的,0,12857,pic6_empty_restrictor.svg
233,ESQ,13,1,9,every,empty_restrictor,每个三角形都是黑色的吗？,奇怪的问题,奇怪的问题,1,6387,pic13_empty_restrictor.svg
234,ESQ,4,3,3,less,small_control,少于四个十字架是棕色的吗？,是的，没错,是的，没错,1,3363,pic4_small_control.svg
235,ESQ,3,4,12,every,large_control,每一颗心都是灰色的吗？,是的，没错,是的，没错,1,1526,pic3_large_control.svg
236,ESQ,10,1,13,no,empty_restrictor,圆圈不是绿松石吗？,奇怪的问题,奇怪的问题,1,4872,pic10_empty_restrictor.svg
237,DIST,109,1,5,every,psp_violation_target_left,每个十字架是灰色还是紫色？,奇怪的问题,奇怪的问题,1,5156,pic109_psp_violation_target_left.svg
238,ESQ,16,1,13,no,empty_restrictor,心不是绿色的吗？,奇怪的问题,奇怪的问题,1,3823,pic16_empty_restrictor.svg
239,DIST,109,4,8,every,false_control_target_left,每个十字架是灰色还是紫色？,不，不是真的,奇怪的问题,0,2676,pic109_false_control_target_left.svg
240,ESQ,19,1,9,every,empty_restrictor,每个十字架都是黄色的吗？,奇怪的问题,奇怪的问题,1,5516,pic19_empty_restrictor.svg
241,DIST,104,2,2,every,target_target_right,每个十字架都是粉色还是黑色？,是的，没错,奇怪的问题,0,1894,pic104_target_target_right.svg
242,DIST,102,3,3,every,true_control_target_right,每个方块是橙色还是绿色？,是的，没错,奇怪的问题,0,2937,pic102_true_control_target_right.svg
243,ESQ,7,4,16,no,large_control,正方形不是黑色的吗？,不，不是真的,不，不是真的,1,1731,pic7_large_control.svg
244,ESQ,5,3,7,more,small_control,超过三个三角形是紫色的吗？,不，不是真的,奇怪的问题,0,2380,pic5_small_control.svg
245,ESQ,19,1,13,no,empty_restrictor,不是有十字黄吗？,奇怪的问题,是的，没错,0,9882,pic19_empty_restrictor.svg
246,DIST,101,2,2,every,target_target_right,每个三角形都是红色或蓝色吗？,是的，没错,是的，没错,1,10926,pic101_target_target_right.svg
247,ESQ,6,4,12,every,large_control,每颗心都是绿松石吗？,是的，没错,是的，没错,1,1922,pic6_large_control.svg
248,ESQ,8,4,4,less,large_control,少于三个圆圈是灰色的吗？,不，不是真的,是的，没错,0,18622,pic8_large_control.svg
249,DIST,106,4,8,every,false_control_target_left,每个三角形是蓝色还是黄色？,不，不是真的,奇怪的问题,0,16459,pic106_false_control_target_left.svg
250,ESQ,2,1,13,no,empty_restrictor,不是有一个圆圈是橙色的吗？,奇怪的问题,是的，没错,0,4638,pic2_empty_restrictor.svg
251,Filler,401,1,1,,up_to_zero,最多三个三角形是棕色的吗？,不，不是真的,是的，没错,0,6604,pic15_empty_scope.svg
252,ESQ,18,2,10,every,empty_scope,每个方块都是橙色的吗？,不，不是真的,不，不是真的,1,42564,pic18_empty_scope.svg
253,ESQ,10,1,9,every,empty_restrictor,每个圆圈都是绿松石吗？,奇怪的问题,奇怪的问题,1,27465,pic10_empty_restrictor.svg
254,ESQ,3,1,1,less,empty_restrictor,少于四颗心是灰色的吗？,奇怪的问题,是的，没错,0,26264,pic3_empty_restrictor.svg
255,ESQ,20,3,3,less,small_control,少于三颗心是粉红色的吗？,是的，没错,是的，没错,1,8134,pic20_small_control.svg
256,ESQ,8,2,6,more,empty_scope,超过三个圆圈是灰色的吗？,不，不是真的,不，不是真的,1,3558,pic8_empty_scope.svg
257,ESQ,14,4,16,no,large_control,不是有十字粉红吗？,不，不是真的,不，不是真的,1,7608,pic14_large_control.svg
258,ESQ,17,3,11,every,small_control,每个方块都是紫色的吗？,不，不是真的,不，不是真的,1,2008,pic17_small_control.svg
259,ESQ,20,2,6,more,empty_scope,三颗以上的心是粉红色的吗？,不，不是真的,不，不是真的,1,2696,pic20_empty_scope.svg
260,ESQ,19,4,12,every,large_control,每个十字架都是黄色的吗？,是的，没错,是的，没错,1,3010,pic19_large_control.svg
261,ESQ,1,3,3,less,small_control,蓝色方块少于三个吗？,是的，没错,是的，没错,1,3264,pic1_small_control.svg
262,ESQ,4,2,6,more,empty_scope,超过四个十字架是棕色的吗？,不，不是真的,不，不是真的,1,5849,pic4_empty_scope.svg
263,ESQ,16,3,11,every,small_control,每颗心都是绿色的吗？,不，不是真的,不，不是真的,1,1659,pic16_small_control.svg
264,ESQ,9,2,10,every,empty_scope,每个三角形都是红色的吗？,不，不是真的,不，不是真的,1,6561,pic9_empty_scope.svg
265,ESQ,17,4,12,every,large_control,每个方块都是紫色的吗？,是的，没错,是的，没错,1,1497,pic17_large_control.svg
266,ESQ,10,3,11,every,small_control,每个圆圈都是绿松石吗？,不，不是真的,奇怪的问题,0,2631,pic10_small_control.svg
267,DIST,101,1,1,every,psp_violation_target_right,每个三角形都是红色或蓝色吗？,奇怪的问题,奇怪的问题,1,6194,pic101_psp_violation_target_right.svg
268,ESQ,5,1,1,less,empty_restrictor,少于三个三角形是紫色的吗？,奇怪的问题,奇怪的问题,1,16474,pic5_empty_restrictor.svg
269,ESQ,9,1,1,less,empty_restrictor,少于四个三角形是红色的吗？,奇怪的问题,奇怪的问题,1,1888,pic9_empty_restrictor.svg
270,DIST,105,2,6,every,target_target_left,每个圆圈是灰色还是黑色？,是的，没错,奇怪的问题,0,1880,pic105_target_target_left.svg
271,ESQ,18,3,11,every,small_control,每个方块都是橙色的吗？,不，不是真的,是的，没错,0,1905,pic18_small_control.svg
272,ESQ,13,1,5,more,empty_restrictor,三个以上的三角形都是黑色的吗？,奇怪的问题,奇怪的问题,1,3362,pic13_empty_restrictor.svg
273,ESQ,8,3,11,every,small_control,每个圆圈都是灰色的吗？,不，不是真的,不，不是真的,1,1543,pic8_small_control.svg
274,ESQ,10,1,1,less,empty_restrictor,少于三个圆圈是绿松石吗？,奇怪的问题,奇怪的问题,1,5898,pic10_empty_restrictor.svg
275,ESQ,12,4,4,less,large_control,少于四个十字架是灰色的吗？,不，不是真的,是的，没错,0,4077,pic12_large_control.svg
276,ESQ,10,2,2,less,empty_scope,少于三个圆圈是绿松石吗？,是的，没错,是的，没错,1,6852,pic10_empty_scope.svg
277,ESQ,19,3,3,less,small_control,黄色十字是否少于四个？,是的，没错,是的，没错,1,2421,pic19_small_control.svg
278,ESQ,1,2,10,every,empty_scope,每个方块都是蓝色的吗？,不，不是真的,不，不是真的,1,3371,pic1_empty_scope.svg
279,ESQ,2,1,9,every,empty_restrictor,每个圆圈都是橙色的吗？,奇怪的问题,奇怪的问题,1,2574,pic2_empty_restrictor.svg
280,ESQ,3,1,5,more,empty_restrictor,超过四颗心是灰色的吗？,奇怪的问题,不，不是真的,0,2140,pic3_empty_restrictor.svg
281,ESQ,1,3,15,no,small_control,正方形不是蓝色的吗？,不，不是真的,不，不是真的,1,9181,pic1_small_control.svg
282,ESQ,8,1,9,every,empty_restrictor,每个圆圈都是灰色的吗？,奇怪的问题,奇怪的问题,1,4150,pic8_empty_restrictor.svg
283,ESQ,14,1,5,more,empty_restrictor,超过四个十字架是粉红色的吗？,奇怪的问题,不，不是真的,0,4279,pic14_empty_restrictor.svg
284,ESQ,5,2,14,no,empty_scope,三角形不是紫色的吗？,是的，没错,是的，没错,1,6222,pic5_empty_scope.svg
285,Filler,1004,10,10,,psp_failure_definite_filler,这个三角形是蓝色的吗？,奇怪的问题,奇怪的问题,1,3183,pic307_einige_some_but_not_all.svg
286,DIST,104,1,1,every,psp_violation_target_right,每个十字架都是粉色还是黑色？,奇怪的问题,奇怪的问题,1,10702,pic104_psp_violation_target_right.svg
287,ESQ,9,2,2,less,empty_scope,少于四个三角形是红色的吗？,是的，没错,是的，没错,1,3719,pic9_empty_scope.svg
288,ESQ,6,4,4,less,large_control,少于三颗心是绿松石吗？,不，不是真的,是的，没错,0,13903,pic6_large_control.svg
289,ESQ,2,3,7,more,small_control,超过四个圆圈是橙色的吗？,不，不是真的,不，不是真的,1,8973,pic2_small_control.svg
290,ESQ,19,4,8,more,large_control,超过四个十字是黄色的吗？,是的，没错,是的，没错,1,1560,pic19_large_control.svg
291,DIST,105,4,8,every,false_control_target_left,每个圆圈是灰色还是黑色？,不，不是真的,奇怪的问题,0,14552,pic105_false_control_target_left.svg
292,ESQ,5,3,3,less,small_control,少于三个三角形是紫色的吗？,是的，没错,是的，没错,1,2448,pic5_small_control.svg
293,DIST,107,1,1,every,psp_violation_target_right,每个方块是绿色还是黄色？,奇怪的问题,奇怪的问题,1,2977,pic107_psp_violation_target_right.svg
294,ESQ,19,2,14,no,empty_scope,不是有十字黄吗？,是的，没错,不，不是真的,0,4683,pic19_empty_scope.svg
295,DIST,105,2,2,every,target_target_right,每个圆圈是黑色还是灰色？,是的，没错,奇怪的问题,0,5882,pic105_target_target_right.svg
296,ESQ,2,3,11,every,small_control,每个圆圈都是橙色的吗？,不，不是真的,不，不是真的,1,3001,pic2_small_control.svg
297,Filler,1015,10,10,,psp_failure_both,这两个圆都是红色的吗？,奇怪的问题,不，不是真的,0,6352,pic9_empty_restrictor.svg
298,ESQ,19,1,1,less,empty_restrictor,黄色十字是否少于四个？,奇怪的问题,奇怪的问题,1,10405,pic19_empty_restrictor.svg
299,ESQ,18,1,9,every,empty_restrictor,每个方块都是橙色的吗？,奇怪的问题,不，不是真的,0,3506,pic18_empty_restrictor.svg
300,Filler,404,1,1,,up_to_zero,最多有两个方格是黑色的吗？,不，不是真的,奇怪的问题,0,3989,pic304_einige_all.svg
301,ESQ,10,3,3,less,small_control,少于三个圆圈是绿松石吗？,是的，没错,奇怪的问题,0,4245,pic10_small_control.svg
302,ESQ,1,4,8,more,large_control,三个以上的方块都是蓝色的吗？,是的，没错,是的，没错,1,1744,pic1_large_control.svg
303,DIST,110,3,7,every,true_control_target_left,每个圆圈是黄色还是红色？,是的，没错,奇怪的问题,0,2219,pic110_true_control_target_left.svg
304,Filler,1007,10,10,,psp_failure_definite_filler,这个圆是紫色的吗？,奇怪的问题,不，不是真的,0,14082,pic5_empty_restrictor.svg
305,DIST,105,3,7,every,true_control_target_left,每个圆圈是灰色还是黑色？,是的，没错,奇怪的问题,0,1573,pic105_true_control_target_left.svg
306,ESQ,2,2,2,less,empty_scope,少于四个圆圈是橙色的吗？,是的，没错,是的，没错,1,2667,pic2_empty_scope.svg
307,ESQ,11,4,16,no,large_control,不是有一个圆圈是黄色的吗？,不，不是真的,不，不是真的,1,2347,pic11_large_control.svg
308,Filler,405,1,1,,up_to_zero,最多三个十字架是绿松石色的吗？,不，不是真的,奇怪的问题,0,6052,pic6_empty_scope.svg
309,ESQ,9,3,15,no,small_control,不是有一个三角形是红色的吗？,不，不是真的,不，不是真的,1,6541,pic9_small_control.svg
310,Filler,1014,10,10,,psp_failure_both,这两个三角形都是蓝色的吗？,奇怪的问题,不，不是真的,0,4439,pic15_small_control.svg
311,ESQ,18,4,8,more,large_control,超过四个方块是橙色的吗？,是的，没错,不，不是真的,0,6943,pic18_large_control.svg
312,ESQ,12,4,12,every,large_control,每个十字都是灰色的吗？,是的，没错,是的，没错,1,1541,pic12_large_control.svg
313,ESQ,2,4,8,more,large_control,超过四个圆圈是橙色的吗？,是的，没错,是的，没错,1,1946,pic2_large_control.svg
314,DIST,105,3,3,every,true_control_target_right,每个圆圈是黑色还是灰色？,是的，没错,奇怪的问题,0,4197,pic105_true_control_target_right.svg
315,ESQ,16,2,6,more,empty_scope,超过四颗心是绿色的吗？,不，不是真的,不，不是真的,1,9066,pic16_empty_scope.svg
316,DIST,108,3,3,every,true_control_target_right,每一颗心都是黑色的还是黄色的？,是的，没错,奇怪的问题,0,3189,pic108_true_control_target_right.svg
317,ESQ,20,4,4,less,large_control,少于三颗心是粉红色的吗？,不，不是真的,是的，没错,0,4463,pic20_large_control.svg
318,ESQ,4,3,15,no,small_control,不是有十字棕色吗？,不，不是真的,不，不是真的,1,3667,pic4_small_control.svg
319,ESQ,15,1,1,less,empty_restrictor,蓝色三角形少于三个吗？,奇怪的问题,奇怪的问题,1,2183,pic15_empty_restrictor.svg
320,Filler,402,1,1,,up_to_zero,最多三个圆圈是红色的吗？,不，不是真的,奇怪的问题,0,4445,pic110_target_target_left.svg
321,ESQ,10,4,12,every,large_control,每个圆圈都是绿松石吗？,是的，没错,奇怪的问题,0,2236,pic10_large_control.svg
322,ESQ,7,3,3,less,small_control,少于四个方块是黑色的吗？,是的，没错,是的，没错,1,6157,pic7_small_control.svg
323,ESQ,19,4,16,no,large_control,不是有十字黄吗？,不，不是真的,不，不是真的,1,2685,pic19_large_control.svg
324,ESQ,20,1,1,less,empty_restrictor,少于三颗心是粉红色的吗？,奇怪的问题,奇怪的问题,1,2085,pic20_empty_restrictor.svg
325,ESQ,17,3,15,no,small_control,正方形不是紫色的吗？,不，不是真的,不，不是真的,1,1483,pic17_small_control.svg
326,ESQ,9,4,16,no,large_control,不是有一个三角形是红色的吗？,不，不是真的,不，不是真的,1,3211,pic9_large_control.svg
327,ESQ,14,2,10,every,empty_scope,每个十字架都是粉红色的吗？,不，不是真的,不，不是真的,1,5622,pic14_empty_scope.svg
328,ESQ,7,4,12,every,large_control,每个方块都是黑色的吗？,是的，没错,不，不是真的,0,1248,pic7_large_control.svg
329,DIST,106,3,3,every,true_control_target_right,每个三角形是黄色还是蓝色？,是的，没错,奇怪的问题,0,1873,pic106_true_control_target_right.svg
330,ESQ,4,4,4,less,large_control,少于四个十字架是棕色的吗？,不，不是真的,是的，没错,0,11216,pic4_large_control.svg
331,ESQ,6,2,6,more,empty_scope,三颗以上的心是绿松石吗？,不，不是真的,不，不是真的,1,3386,pic6_empty_scope.svg
332,ESQ,17,2,10,every,empty_scope,每个方块都是紫色的吗？,不，不是真的,不，不是真的,1,8394,pic17_empty_scope.svg
333,ESQ,5,1,5,more,empty_restrictor,超过三个三角形是紫色的吗？,奇怪的问题,奇怪的问题,1,3920,pic5_empty_restrictor.svg
334,ESQ,19,2,2,less,empty_scope,黄色十字是否少于四个？,是的，没错,是的，没错,1,2449,pic19_empty_scope.svg
335,ESQ,11,3,15,no,small_control,不是有一个圆圈是黄色的吗？,不，不是真的,不，不是真的,1,7311,pic11_small_control.svg
336,ESQ,19,3,7,more,small_control,超过四个十字是黄色的吗？,不，不是真的,不，不是真的,1,4759,pic19_small_control.svg
337,DIST,102,4,8,every,false_control_target_left,每个方块是绿色还是橙色？,不，不是真的,奇怪的问题,0,2896,pic102_false_control_target_left.svg
338,ESQ,20,4,12,every,large_control,每一颗心都是粉红色的吗？,是的，没错,是的，没错,1,7110,pic20_large_control.svg
339,ESQ,14,3,7,more,small_control,超过四个十字架是粉红色的吗？,不，不是真的,不，不是真的,1,1905,pic14_small_control.svg
340,ESQ,16,3,3,less,small_control,少于四颗心是绿色的吗？,是的，没错,是的，没错,1,3657,pic16_small_control.svg
341,DIST,103,4,4,every,false_control_target_right,每颗心是绿松石色还是黄色？,不，不是真的,奇怪的问题,0,2010,pic103_false_control_target_right.svg
342,DIST,106,4,4,every,false_control_target_right,每个三角形是黄色还是蓝色？,不，不是真的,奇怪的问题,0,12398,pic106_false_control_target_right.svg
343,ESQ,8,2,10,every,empty_scope,每个圆圈都是灰色的吗？,不，不是真的,不，不是真的,1,2159,pic8_empty_scope.svg
344,ESQ,15,2,6,more,empty_scope,超过三个三角形是蓝色的吗？,不，不是真的,不，不是真的,1,1761,pic15_empty_scope.svg
345,ESQ,12,1,13,no,empty_restrictor,不是有十字灰色吗？,奇怪的问题,是的，没错,0,13229,pic12_empty_restrictor.svg
346,ESQ,16,3,15,no,small_control,心不是绿色的吗？,不，不是真的,不，不是真的,1,4525,pic16_small_control.svg
347,DIST,102,2,6,every,target_target_left,每个方块是绿色还是橙色？,是的，没错,奇怪的问题,0,4841,pic102_target_target_left.svg
348,ESQ,6,4,16,no,large_control,心不是绿松石吗？,不，不是真的,不，不是真的,1,3573,pic6_large_control.svg
349,ESQ,15,1,5,more,empty_restrictor,超过三个三角形是蓝色的吗？,奇怪的问题,不，不是真的,0,5946,pic15_empty_restrictor.svg
350,ESQ,15,4,8,more,large_control,超过三个三角形是蓝色的吗？,是的，没错,是的，没错,1,1862,pic15_large_control.svg
351,ESQ,17,2,14,no,empty_scope,正方形不是紫色的吗？,是的，没错,是的，没错,1,2332,pic17_empty_scope.svg
352,ESQ,16,4,12,every,large_control,每颗心都是绿色的吗？,是的，没错,是的，没错,1,1509,pic16_large_control.svg
353,ESQ,7,3,7,more,small_control,超过四个方块都是黑色的吗？,不，不是真的,不，不是真的,1,4419,pic7_small_control.svg
354,ESQ,18,3,7,more,small_control,超过四个方块是橙色的吗？,不，不是真的,是的，没错,0,6696,pic18_small_control.svg
355,DIST,104,4,8,every,false_control_target_left,每个十字架都是黑色还是粉色？,不，不是真的,奇怪的问题,0,1740,pic104_false_control_target_left.svg
356,DIST,104,1,5,every,psp_violation_target_left,每个十字架都是黑色还是粉色？,奇怪的问题,奇怪的问题,1,1743,pic104_psp_violation_target_left.svg
357,ESQ,16,4,16,no,large_control,心不是绿色的吗？,不，不是真的,不，不是真的,1,3436,pic16_large_control.svg
358,ESQ,8,2,14,no,empty_scope,圆圈不是灰色的吗？,是的，没错,是的，没错,1,1983,pic8_empty_scope.svg
359,DIST,101,3,3,every,true_control_target_right,每个三角形都是红色或蓝色吗？,是的，没错,是的，没错,1,2054,pic101_true_control_target_right.svg
360,ESQ,2,1,5,more,empty_restrictor,超过四个圆圈是橙色的吗？,奇怪的问题,不，不是真的,0,14984,pic2_empty_restrictor.svg
361,Filler,1010,10,10,,psp_failure_definite_filler,这两个正方形都是红色的吗？,奇怪的问题,不，不是真的,0,8133,pic6_small_control.svg
362,ESQ,15,4,16,no,large_control,三角形不是蓝色的吗？,不，不是真的,是的，没错,0,3366,pic15_large_control.svg
363,ESQ,4,1,1,less,empty_restrictor,少于四个十字架是棕色的吗？,奇怪的问题,奇怪的问题,1,4488,pic4_empty_restrictor.svg
364,ESQ,16,3,7,more,small_control,超过四颗心是绿色的吗？,不，不是真的,不，不是真的,1,10882,pic16_small_control.svg
365,DIST,103,1,1,every,psp_violation_target_right,每颗心是绿松石色还是黄色？,奇怪的问题,奇怪的问题,1,2341,pic103_psp_violation_target_right.svg
366,ESQ,4,3,7,more,small_control,超过四个十字架是棕色的吗？,不，不是真的,不，不是真的,1,2779,pic4_small_control.svg
367,ESQ,8,4,16,no,large_control,圆圈不是灰色的吗？,不，不是真的,不，不是真的,1,3259,pic8_large_control.svg
368,ESQ,20,1,9,every,empty_restrictor,每一颗心都是粉红色的吗？,奇怪的问题,奇怪的问题,1,4953,pic20_empty_restrictor.svg
369,ESQ,18,1,1,less,empty_restrictor,少于四个方块是橙色的吗？,奇怪的问题,奇怪的问题,1,3877,pic18_empty_restrictor.svg
370,ESQ,20,4,16,no,large_control,心不是粉红色的吗？,不，不是真的,不，不是真的,1,2353,pic20_large_control.svg
371,DIST,109,2,6,every,target_target_left,每个十字架是灰色还是紫色？,是的，没错,奇怪的问题,0,1789,pic109_target_target_left.svg
372,DIST,105,1,1,every,psp_violation_target_right,每个圆圈是黑色还是灰色？,奇怪的问题,奇怪的问题,1,3629,pic105_psp_violation_target_right.svg
373,ESQ,18,2,2,less,empty_scope,少于四个方块是橙色的吗？,是的，没错,是的，没错,1,1522,pic18_empty_scope.svg
374,ESQ,4,4,8,more,large_control,超过四个十字架是棕色的吗？,是的，没错,是的，没错,1,1696,pic4_large_control.svg
375,ESQ,11,3,7,more,small_control,超过三个圆圈是黄色的吗？,不，不是真的,不，不是真的,1,5172,pic11_small_control.svg
376,ESQ,15,4,4,less,large_control,蓝色三角形少于三个吗？,不，不是真的,不，不是真的,1,5308,pic15_large_control.svg
377,ESQ,5,2,2,less,empty_scope,少于三个三角形是紫色的吗？,是的，没错,是的，没错,1,11736,pic5_empty_scope.svg
378,ESQ,14,1,13,no,empty_restrictor,不是有十字粉红吗？,奇怪的问题,奇怪的问题,1,4697,pic14_empty_restrictor.svg
379,ESQ,17,2,6,more,empty_scope,三个以上的方块都是紫色的吗？,不，不是真的,不，不是真的,1,2237,pic17_empty_scope.svg
380,ESQ,5,4,16,no,large_control,三角形不是紫色的吗？,不，不是真的,不，不是真的,1,2806,pic5_large_control.svg
381,Filler,1005,10,10,,psp_failure_definite_filler,那个十字架是棕色的吗？,奇怪的问题,奇怪的问题,1,19684,pic308_einige_all.svg
382,ESQ,3,2,14,no,empty_scope,没有心是灰色的吗？,是的，没错,是的，没错,1,1494,pic3_empty_scope.svg
383,DIST,109,1,1,every,psp_violation_target_right,每个十字架是紫色还是灰色？,奇怪的问题,奇怪的问题,1,7298,pic109_psp_violation_target_right.svg
384,Filler,1009,10,10,,psp_failure_definite_filler,心是绿松石色的吗？,奇怪的问题,奇怪的问题,1,3043,pic317_einige_all.svg
385,ESQ,14,3,15,no,small_control,不是有十字粉红吗？,不，不是真的,不，不是真的,1,8333,pic14_small_control.svg
386,ESQ,12,2,6,more,empty_scope,四个以上的十字是灰色的吗？,不，不是真的,不，不是真的,1,2067,pic12_empty_scope.svg
387,ESQ,13,4,8,more,large_control,三个以上的三角形都是黑色的吗？,是的，没错,是的，没错,1,1628,pic13_large_control.svg
388,ESQ,1,1,13,no,empty_restrictor,正方形不是蓝色的吗？,奇怪的问题,奇怪的问题,1,11100,pic1_empty_restrictor.svg
389,ESQ,13,1,13,no,empty_restrictor,三角形不是黑色的吗？,奇怪的问题,不，不是真的,0,2959,pic13_empty_restrictor.svg
390,ESQ,1,4,4,less,large_control,蓝色方块少于三个吗？,不，不是真的,不，不是真的,1,3576,pic1_large_control.svg
391,ESQ,13,1,1,less,empty_restrictor,少于三个三角形是黑色的吗？,奇怪的问题,奇怪的问题,1,7923,pic13_empty_restrictor.svg
392,DIST,102,3,7,every,true_control_target_left,每个方块是绿色还是橙色？,是的，没错,奇怪的问题,0,1784,pic102_true_control_target_left.svg
393,ESQ,15,2,14,no,empty_scope,三角形不是蓝色的吗？,是的，没错,不，不是真的,0,1889,pic15_empty_scope.svg
394,ESQ,14,4,8,more,large_control,超过四个十字架是粉红色的吗？,是的，没错,是的，没错,1,7299,pic14_large_control.svg
395,DIST,109,4,4,every,false_control_target_right,每个十字架是紫色还是灰色？,不，不是真的,奇怪的问题,0,13955,pic109_false_control_target_right.svg
396,ESQ,6,2,14,no,empty_scope,心不是绿松石吗？,是的，没错,是的，没错,1,4003,pic6_empty_scope.svg
397,ESQ,9,2,14,no,empty_scope,不是有一个三角形是红色的吗？,是的，没错,是的，没错,1,3342,pic9_empty_scope.svg
398,ESQ,7,3,11,every,small_control,每个方块都是黑色的吗？,不，不是真的,不，不是真的,1,6995,pic7_small_control.svg
399,ESQ,6,1,9,every,empty_restrictor,每颗心都是绿松石吗？,奇怪的问题,不，不是真的,0,5330,pic6_empty_restrictor.svg
400,ESQ,16,2,2,less,empty_scope,少于四颗心是绿色的吗？,是的，没错,不，不是真的,0,203,pic16_empty_scope.svg
401,ESQ,7,4,8,more,large_control,超过四个方块都是黑色的吗？,是的，没错,不，不是真的,0,9660,pic7_large_control.svg
402,ESQ,4,4,12,every,large_control,每个十字架都是棕色的吗？,是的，没错,是的，没错,1,3442,pic4_large_control.svg
403,ESQ,14,4,4,less,large_control,少于四个十字架是粉红色的吗？,不，不是真的,是的，没错,0,2570,pic14_large_control.svg
404,ESQ,18,2,14,no,empty_scope,不是有正方形的橙色吗？,是的，没错,不，不是真的,0,4990,pic18_empty_scope.svg
405,ESQ,1,1,5,more,empty_restrictor,三个以上的方块都是蓝色的吗？,奇怪的问题,奇怪的问题,1,2022,pic1_empty_restrictor.svg
406,ESQ,6,2,2,less,empty_scope,少于三颗心是绿松石吗？,是的，没错,是的，没错,1,4860,pic6_empty_scope.svg
407,ESQ,6,1,1,less,empty_restrictor,少于三颗心是绿松石吗？,奇怪的问题,奇怪的问题,1,2827,pic6_empty_restrictor.svg
