Experiment,Item,Condition,Condition_ID,quantifier,scenario,n_quantifier,n_target_objects,shape_noun,color_adjective1,color_adjective2,Sentence_german,Expected_answer,list,target_objects,Form_left,colour1_left,n_colour1_left,colour2_left,n_colour2_left,Form_right,colour1_right,n_colour1_right,colour2_right,n_colour2_right
ESQ,10,2,10,every,empty_scope,3.0,5.0,circle,türkis,,Ist jeder Kreis türkis?,"nein, stimmt nicht",1,right,cross,turquoise,3,yellow,5,square,turquoise,0,yellow,5
ESQ,10,3,11,every,small_control,3.0,5.0,circle,türkis,,Ist jeder Kreis türkis?,"nein, stimmt nicht",2,right,cross,turquoise,3,yellow,5,square,turquoise,2,yellow,3
ESQ,10,4,12,every,large_control,3.0,5.0,circle,türkis,,Ist jeder Kreis türkis?,"ja, stimmt",3,right,cross,turquoise,3,yellow,5,square,turquoise,5,yellow,0
ESQ,10,1,13,no,empty_restrictor,3.0,5.0,circle,türkis,,Ist kein Kreis türkis?,komische frage,1,right,cross,turquoise,3,yellow,5,heart,turquoise,3,yellow,2
ESQ,10,2,14,no,empty_scope,3.0,5.0,circle,türkis,,Ist kein Kreis türkis?,"ja, stimmt",2,right,cross,turquoise,3,yellow,5,square,turquoise,0,yellow,5
ESQ,10,3,15,no,small_control,3.0,5.0,circle,türkis,,Ist kein Kreis türkis?,"nein, stimmt nicht",3,right,cross,turquoise,3,yellow,5,square,turquoise,2,yellow,3
ESQ,10,4,16,no,large_control,3.0,5.0,circle,türkis,,Ist kein Kreis türkis?,"nein, stimmt nicht",4,right,cross,turquoise,3,yellow,5,square,turquoise,5,yellow,0
ESQ,11,1,1,less,empty_restrictor,3.0,5.0,circle,gelb,,Sind weniger als drei Kreise gelb?,komische frage,3,left,triangle,yellow,3,brown,2,cross,yellow,5,brown,1
ESQ,11,2,2,less,empty_scope,3.0,5.0,circle,gelb,,Sind weniger als drei Kreise gelb?,"ja, stimmt",4,left,circle,yellow,0,brown,5,cross,yellow,5,brown,1
ESQ,11,3,3,less,small_control,3.0,5.0,circle,gelb,,Sind weniger als drei Kreise gelb?,"ja, stimmt",1,left,circle,yellow,1,brown,4,cross,yellow,5,brown,1
ESQ,11,4,4,less,large_control,3.0,5.0,circle,gelb,,Sind weniger als drei Kreise gelb?,"nein, stimmt nicht",2,left,circle,yellow,5,brown,0,cross,yellow,5,brown,1
ESQ,11,1,5,more,empty_restrictor,3.0,5.0,circle,gelb,,Sind mehr als drei Kreise gelb?,komische frage,4,left,triangle,yellow,3,brown,2,cross,yellow,5,brown,1
ESQ,11,2,6,more,empty_scope,3.0,5.0,circle,gelb,,Sind mehr als drei Kreise gelb?,"nein, stimmt nicht",1,left,circle,yellow,0,brown,5,cross,yellow,5,brown,1
ESQ,11,3,7,more,small_control,3.0,5.0,circle,gelb,,Sind mehr als drei Kreise gelb?,"nein, stimmt nicht",2,left,circle,yellow,1,brown,4,cross,yellow,5,brown,1
ESQ,11,4,8,more,large_control,3.0,5.0,circle,gelb,,Sind mehr als drei Kreise gelb?,"ja, stimmt",3,left,circle,yellow,5,brown,0,cross,yellow,5,brown,1
ESQ,11,1,9,every,empty_restrictor,3.0,5.0,circle,gelb,,Ist jeder Kreis gelb?,komische frage,1,left,triangle,yellow,3,brown,2,cross,yellow,5,brown,1
ESQ,11,2,10,every,empty_scope,3.0,5.0,circle,gelb,,Ist jeder Kreis gelb?,"nein, stimmt nicht",2,left,circle,yellow,0,brown,5,cross,yellow,5,brown,1
ESQ,11,3,11,every,small_control,3.0,5.0,circle,gelb,,Ist jeder Kreis gelb?,"nein, stimmt nicht",3,left,circle,yellow,1,brown,4,cross,yellow,5,brown,1
ESQ,11,4,12,every,large_control,3.0,5.0,circle,gelb,,Ist jeder Kreis gelb?,"ja, stimmt",4,left,circle,yellow,5,brown,0,cross,yellow,5,brown,1
ESQ,11,1,13,no,empty_restrictor,3.0,5.0,circle,gelb,,Ist kein Kreis gelb?,komische frage,2,left,triangle,yellow,3,brown,2,cross,yellow,5,brown,1
ESQ,11,2,14,no,empty_scope,3.0,5.0,circle,gelb,,Ist kein Kreis gelb?,"ja, stimmt",3,left,circle,yellow,0,brown,5,cross,yellow,5,brown,1
ESQ,11,3,15,no,small_control,3.0,5.0,circle,gelb,,Ist kein Kreis gelb?,"nein, stimmt nicht",4,left,circle,yellow,1,brown,4,cross,yellow,5,brown,1
ESQ,11,4,16,no,large_control,3.0,5.0,circle,gelb,,Ist kein Kreis gelb?,"nein, stimmt nicht",1,left,circle,yellow,5,brown,0,cross,yellow,5,brown,1
ESQ,12,1,1,less,empty_restrictor,4.0,6.0,cross,grau,,Sind weniger als vier Kreuze grau?,komische frage,4,left,heart,grey,3,purple,3,circle,grey,6,purple,2
ESQ,12,2,2,less,empty_scope,4.0,6.0,cross,grau,,Sind weniger als vier Kreuze grau?,"ja, stimmt",1,left,cross,grey,0,purple,6,circle,grey,6,purple,2
ESQ,12,3,3,less,small_control,4.0,6.0,cross,grau,,Sind weniger als vier Kreuze grau?,"ja, stimmt",2,left,cross,grey,1,purple,5,circle,grey,6,purple,2
ESQ,12,4,4,less,large_control,4.0,6.0,cross,grau,,Sind weniger als vier Kreuze grau?,"nein, stimmt nicht",3,left,cross,grey,6,purple,0,circle,grey,6,purple,2
ESQ,12,1,5,more,empty_restrictor,4.0,6.0,cross,grau,,Sind mehr als vier Kreuze grau?,komische frage,1,left,heart,grey,3,purple,3,circle,grey,6,purple,2
ESQ,12,2,6,more,empty_scope,4.0,6.0,cross,grau,,Sind mehr als vier Kreuze grau?,"nein, stimmt nicht",2,left,cross,grey,0,purple,6,circle,grey,6,purple,2
ESQ,12,3,7,more,small_control,4.0,6.0,cross,grau,,Sind mehr als vier Kreuze grau?,"nein, stimmt nicht",3,left,cross,grey,1,purple,5,circle,grey,6,purple,2
ESQ,12,4,8,more,large_control,4.0,6.0,cross,grau,,Sind mehr als vier Kreuze grau?,"ja, stimmt",4,left,cross,grey,6,purple,0,circle,grey,6,purple,2
ESQ,12,1,9,every,empty_restrictor,4.0,6.0,cross,grau,,Ist jedes Kreuz grau?,komische frage,2,left,heart,grey,3,purple,3,circle,grey,6,purple,2
ESQ,12,2,10,every,empty_scope,4.0,6.0,cross,grau,,Ist jedes Kreuz grau?,"nein, stimmt nicht",3,left,cross,grey,0,purple,6,circle,grey,6,purple,2
ESQ,12,3,11,every,small_control,4.0,6.0,cross,grau,,Ist jedes Kreuz grau?,"nein, stimmt nicht",4,left,cross,grey,1,purple,5,circle,grey,6,purple,2
ESQ,12,4,12,every,large_control,4.0,6.0,cross,grau,,Ist jedes Kreuz grau?,"ja, stimmt",1,left,cross,grey,6,purple,0,circle,grey,6,purple,2
ESQ,12,1,13,no,empty_restrictor,4.0,6.0,cross,grau,,Ist kein Kreuz grau?,komische frage,3,left,heart,grey,3,purple,3,circle,grey,6,purple,2
ESQ,12,2,14,no,empty_scope,4.0,6.0,cross,grau,,Ist kein Kreuz grau?,"ja, stimmt",4,left,cross,grey,0,purple,6,circle,grey,6,purple,2
ESQ,12,3,15,no,small_control,4.0,6.0,cross,grau,,Ist kein Kreuz grau?,"nein, stimmt nicht",1,left,cross,grey,1,purple,5,circle,grey,6,purple,2
ESQ,12,4,16,no,large_control,4.0,6.0,cross,grau,,Ist kein Kreuz grau?,"nein, stimmt nicht",2,left,cross,grey,6,purple,0,circle,grey,6,purple,2
ESQ,13,1,1,less,empty_restrictor,3.0,5.0,triangle,schwarz,,Sind weniger als drei Dreiecke schwarz?,komische frage,1,left,square,black,3,turquoise,2,heart,black,3,turquoise,5
ESQ,13,2,2,less,empty_scope,3.0,5.0,triangle,schwarz,,Sind weniger als drei Dreiecke schwarz?,"ja, stimmt",2,left,triangle,black,0,turquoise,5,heart,black,3,turquoise,5
ESQ,13,3,3,less,small_control,3.0,5.0,triangle,schwarz,,Sind weniger als drei Dreiecke schwarz?,"ja, stimmt",3,left,triangle,black,1,turquoise,4,heart,black,3,turquoise,5
ESQ,13,4,4,less,large_control,3.0,5.0,triangle,schwarz,,Sind weniger als drei Dreiecke schwarz?,"nein, stimmt nicht",4,left,triangle,black,5,turquoise,0,heart,black,3,turquoise,5
ESQ,13,1,5,more,empty_restrictor,3.0,5.0,triangle,schwarz,,Sind mehr als drei Dreiecke schwarz?,komische frage,2,left,square,black,3,turquoise,2,heart,black,3,turquoise,5
ESQ,13,2,6,more,empty_scope,3.0,5.0,triangle,schwarz,,Sind mehr als drei Dreiecke schwarz?,"nein, stimmt nicht",3,left,triangle,black,0,turquoise,5,heart,black,3,turquoise,5
ESQ,13,3,7,more,small_control,3.0,5.0,triangle,schwarz,,Sind mehr als drei Dreiecke schwarz?,"nein, stimmt nicht",4,left,triangle,black,1,turquoise,4,heart,black,3,turquoise,5
ESQ,13,4,8,more,large_control,3.0,5.0,triangle,schwarz,,Sind mehr als drei Dreiecke schwarz?,"ja, stimmt",1,left,triangle,black,5,turquoise,0,heart,black,3,turquoise,5
ESQ,13,1,9,every,empty_restrictor,3.0,5.0,triangle,schwarz,,Ist jedes Dreieck schwarz?,komische frage,3,left,square,black,3,turquoise,2,heart,black,3,turquoise,5
ESQ,13,2,10,every,empty_scope,3.0,5.0,triangle,schwarz,,Ist jedes Dreieck schwarz?,"nein, stimmt nicht",4,left,triangle,black,0,turquoise,5,heart,black,3,turquoise,5
ESQ,13,3,11,every,small_control,3.0,5.0,triangle,schwarz,,Ist jedes Dreieck schwarz?,"nein, stimmt nicht",1,left,triangle,black,1,turquoise,4,heart,black,3,turquoise,5
ESQ,13,4,12,every,large_control,3.0,5.0,triangle,schwarz,,Ist jedes Dreieck schwarz?,"ja, stimmt",2,left,triangle,black,5,turquoise,0,heart,black,3,turquoise,5
ESQ,13,1,13,no,empty_restrictor,3.0,5.0,triangle,schwarz,,Ist kein Dreieck schwarz?,komische frage,4,left,square,black,3,turquoise,2,heart,black,3,turquoise,5
ESQ,13,2,14,no,empty_scope,3.0,5.0,triangle,schwarz,,Ist kein Dreieck schwarz?,"ja, stimmt",1,left,triangle,black,0,turquoise,5,heart,black,3,turquoise,5
ESQ,13,3,15,no,small_control,3.0,5.0,triangle,schwarz,,Ist kein Dreieck schwarz?,"nein, stimmt nicht",2,left,triangle,black,1,turquoise,4,heart,black,3,turquoise,5
ESQ,13,4,16,no,large_control,3.0,5.0,triangle,schwarz,,Ist kein Dreieck schwarz?,"nein, stimmt nicht",3,left,triangle,black,5,turquoise,0,heart,black,3,turquoise,5
ESQ,14,1,1,less,empty_restrictor,4.0,7.0,cross,pink,,Sind weniger als vier Kreuze pink?,komische frage,2,left,heart,pink,3,black,4,triangle,pink,4,black,4
ESQ,14,2,2,less,empty_scope,4.0,7.0,cross,pink,,Sind weniger als vier Kreuze pink?,"ja, stimmt",3,left,cross,pink,0,black,7,triangle,pink,4,black,4
ESQ,14,3,3,less,small_control,4.0,7.0,cross,pink,,Sind weniger als vier Kreuze pink?,"ja, stimmt",4,left,cross,pink,1,black,6,triangle,pink,4,black,4
ESQ,14,4,4,less,large_control,4.0,7.0,cross,pink,,Sind weniger als vier Kreuze pink?,"nein, stimmt nicht",1,left,cross,pink,7,black,0,triangle,pink,4,black,4
ESQ,14,1,5,more,empty_restrictor,4.0,7.0,cross,pink,,Sind mehr als vier Kreuze pink?,komische frage,3,left,heart,pink,3,black,4,triangle,pink,4,black,4
ESQ,14,2,6,more,empty_scope,4.0,7.0,cross,pink,,Sind mehr als vier Kreuze pink?,"nein, stimmt nicht",4,left,cross,pink,0,black,7,triangle,pink,4,black,4
ESQ,14,3,7,more,small_control,4.0,7.0,cross,pink,,Sind mehr als vier Kreuze pink?,"nein, stimmt nicht",1,left,cross,pink,1,black,6,triangle,pink,4,black,4
ESQ,14,4,8,more,large_control,4.0,7.0,cross,pink,,Sind mehr als vier Kreuze pink?,"ja, stimmt",2,left,cross,pink,7,black,0,triangle,pink,4,black,4
ESQ,14,1,9,every,empty_restrictor,4.0,7.0,cross,pink,,Ist jedes Kreuz pink?,komische frage,4,left,heart,pink,3,black,4,triangle,pink,4,black,4
ESQ,14,2,10,every,empty_scope,4.0,7.0,cross,pink,,Ist jedes Kreuz pink?,"nein, stimmt nicht",1,left,cross,pink,0,black,7,triangle,pink,4,black,4
ESQ,14,3,11,every,small_control,4.0,7.0,cross,pink,,Ist jedes Kreuz pink?,"nein, stimmt nicht",2,left,cross,pink,1,black,6,triangle,pink,4,black,4
ESQ,14,4,12,every,large_control,4.0,7.0,cross,pink,,Ist jedes Kreuz pink?,"ja, stimmt",3,left,cross,pink,7,black,0,triangle,pink,4,black,4
ESQ,14,1,13,no,empty_restrictor,4.0,7.0,cross,pink,,Ist kein Kreuz pink?,komische frage,1,left,heart,pink,3,black,4,triangle,pink,4,black,4
ESQ,14,2,14,no,empty_scope,4.0,7.0,cross,pink,,Ist kein Kreuz pink?,"ja, stimmt",2,left,cross,pink,0,black,7,triangle,pink,4,black,4
ESQ,14,3,15,no,small_control,4.0,7.0,cross,pink,,Ist kein Kreuz pink?,"nein, stimmt nicht",3,left,cross,pink,1,black,6,triangle,pink,4,black,4
ESQ,14,4,16,no,large_control,4.0,7.0,cross,pink,,Ist kein Kreuz pink?,"nein, stimmt nicht",4,left,cross,pink,7,black,0,triangle,pink,4,black,4
ESQ,15,1,1,less,empty_restrictor,3.0,5.0,circle,blau,,Sind weniger als drei Dreiecke blau?,komische frage,3,left,circle,blue,3,yellow,2,square,blue,5,yellow,3
ESQ,15,2,2,less,empty_scope,3.0,5.0,circle,blau,,Sind weniger als drei Dreiecke blau?,"ja, stimmt",4,left,triangle,blue,0,yellow,5,square,blue,5,yellow,3
ESQ,15,3,3,less,small_control,3.0,5.0,circle,blau,,Sind weniger als drei Dreiecke blau?,"ja, stimmt",1,left,triangle,blue,2,yellow,3,square,blue,5,yellow,3
ESQ,15,4,4,less,large_control,3.0,5.0,circle,blau,,Sind weniger als drei Dreiecke blau?,"nein, stimmt nicht",2,left,triangle,blue,5,yellow,0,square,blue,5,yellow,3
ESQ,15,1,5,more,empty_restrictor,3.0,5.0,circle,blau,,Sind mehr als drei Dreiecke blau?,komische frage,4,left,circle,blue,3,yellow,2,square,blue,5,yellow,3
ESQ,15,2,6,more,empty_scope,3.0,5.0,circle,blau,,Sind mehr als drei Dreiecke blau?,"nein, stimmt nicht",1,left,triangle,blue,0,yellow,5,square,blue,5,yellow,3
ESQ,15,3,7,more,small_control,3.0,5.0,circle,blau,,Sind mehr als drei Dreiecke blau?,"nein, stimmt nicht",2,left,triangle,blue,2,yellow,3,square,blue,5,yellow,3
ESQ,15,4,8,more,large_control,3.0,5.0,circle,blau,,Sind mehr als drei Dreiecke blau?,"ja, stimmt",3,left,triangle,blue,5,yellow,0,square,blue,5,yellow,3
ESQ,15,1,9,every,empty_restrictor,3.0,5.0,circle,blau,,Ist jedes Dreieck blau?,komische frage,1,left,circle,blue,3,yellow,2,square,blue,5,yellow,3
ESQ,15,2,10,every,empty_scope,3.0,5.0,circle,blau,,Ist jedes Dreieck blau?,"nein, stimmt nicht",2,left,triangle,blue,0,yellow,5,square,blue,5,yellow,3
ESQ,15,3,11,every,small_control,3.0,5.0,circle,blau,,Ist jedes Dreieck blau?,"nein, stimmt nicht",3,left,triangle,blue,2,yellow,3,square,blue,5,yellow,3
ESQ,15,4,12,every,large_control,3.0,5.0,circle,blau,,Ist jedes Dreieck blau?,"ja, stimmt",4,left,triangle,blue,5,yellow,0,square,blue,5,yellow,3
ESQ,15,1,13,no,empty_restrictor,3.0,5.0,circle,blau,,Ist kein Dreieck blau?,komische frage,2,left,circle,blue,3,yellow,2,square,blue,5,yellow,3
ESQ,15,2,14,no,empty_scope,3.0,5.0,circle,blau,,Ist kein Dreieck blau?,"ja, stimmt",3,left,triangle,blue,0,yellow,5,square,blue,5,yellow,3
ESQ,15,3,15,no,small_control,3.0,5.0,circle,blau,,Ist kein Dreieck blau?,"nein, stimmt nicht",4,left,triangle,blue,2,yellow,3,square,blue,5,yellow,3
ESQ,15,4,16,no,large_control,3.0,5.0,circle,blau,,Ist kein Dreieck blau?,"nein, stimmt nicht",1,left,triangle,blue,5,yellow,0,square,blue,5,yellow,3
ESQ,16,1,1,less,empty_restrictor,4.0,7.0,heart,grün,,Sind weniger als vier Herzen grün?,komische frage,4,left,square,green,3,grey,4,cross,green,3,grey,3
ESQ,16,2,2,less,empty_scope,4.0,7.0,heart,grün,,Sind weniger als vier Herzen grün?,"ja, stimmt",1,left,heart,green,0,grey,7,cross,green,3,grey,3
ESQ,16,3,3,less,small_control,4.0,7.0,heart,grün,,Sind weniger als vier Herzen grün?,"ja, stimmt",2,left,heart,green,2,grey,5,cross,green,3,grey,3
ESQ,16,4,4,less,large_control,4.0,7.0,heart,grün,,Sind weniger als vier Herzen grün?,"nein, stimmt nicht",3,left,heart,green,7,grey,0,cross,green,3,grey,3
ESQ,16,1,5,more,empty_restrictor,4.0,7.0,heart,grün,,Sind mehr als vier Herzen grün?,komische frage,1,left,square,green,3,grey,4,cross,green,3,grey,3
ESQ,16,2,6,more,empty_scope,4.0,7.0,heart,grün,,Sind mehr als vier Herzen grün?,"nein, stimmt nicht",2,left,heart,green,0,grey,7,cross,green,3,grey,3
ESQ,16,3,7,more,small_control,4.0,7.0,heart,grün,,Sind mehr als vier Herzen grün?,"nein, stimmt nicht",3,left,heart,green,2,grey,5,cross,green,3,grey,3
ESQ,16,4,8,more,large_control,4.0,7.0,heart,grün,,Sind mehr als vier Herzen grün?,"ja, stimmt",4,left,heart,green,7,grey,0,cross,green,3,grey,3
ESQ,16,1,9,every,empty_restrictor,4.0,7.0,heart,grün,,Ist jedes Herz grün?,komische frage,2,left,square,green,3,grey,4,cross,green,3,grey,3
ESQ,16,2,10,every,empty_scope,4.0,7.0,heart,grün,,Ist jedes Herz grün?,"nein, stimmt nicht",3,left,heart,green,0,grey,7,cross,green,3,grey,3
ESQ,16,3,11,every,small_control,4.0,7.0,heart,grün,,Ist jedes Herz grün?,"nein, stimmt nicht",4,left,heart,green,2,grey,5,cross,green,3,grey,3
ESQ,16,4,12,every,large_control,4.0,7.0,heart,grün,,Ist jedes Herz grün?,"ja, stimmt",1,left,heart,green,7,grey,0,cross,green,3,grey,3
ESQ,16,1,13,no,empty_restrictor,4.0,7.0,heart,grün,,Ist kein Herz grün?,komische frage,3,left,square,green,3,grey,4,cross,green,3,grey,3
ESQ,16,2,14,no,empty_scope,4.0,7.0,heart,grün,,Ist kein Herz grün?,"ja, stimmt",4,left,heart,green,0,grey,7,cross,green,3,grey,3
ESQ,16,3,15,no,small_control,4.0,7.0,heart,grün,,Ist kein Herz grün?,"nein, stimmt nicht",1,left,heart,green,2,grey,5,cross,green,3,grey,3
ESQ,16,4,16,no,large_control,4.0,7.0,heart,grün,,Ist kein Herz grün?,"nein, stimmt nicht",2,left,heart,green,7,grey,0,cross,green,3,grey,3
ESQ,17,1,1,less,empty_restrictor,3.0,6.0,circle,lila,,Sind weniger als drei Quadrate lila?,komische frage,1,left,triangle,purple,3,green,3,heart,purple,4,green,3
ESQ,17,2,2,less,empty_scope,3.0,6.0,circle,lila,,Sind weniger als drei Quadrate lila?,"ja, stimmt",2,left,square,purple,0,green,6,heart,purple,4,green,3
ESQ,17,3,3,less,small_control,3.0,6.0,circle,lila,,Sind weniger als drei Quadrate lila?,"ja, stimmt",3,left,square,purple,2,green,4,heart,purple,4,green,3
ESQ,17,4,4,less,large_control,3.0,6.0,circle,lila,,Sind weniger als drei Quadrate lila?,"nein, stimmt nicht",4,left,square,purple,6,green,0,heart,purple,4,green,3
ESQ,17,1,5,more,empty_restrictor,3.0,6.0,circle,lila,,Sind mehr als drei Quadrate lila?,komische frage,2,left,triangle,purple,3,green,3,heart,purple,4,green,3
ESQ,17,2,6,more,empty_scope,3.0,6.0,circle,lila,,Sind mehr als drei Quadrate lila?,"nein, stimmt nicht",3,left,square,purple,0,green,6,heart,purple,4,green,3
ESQ,17,3,7,more,small_control,3.0,6.0,circle,lila,,Sind mehr als drei Quadrate lila?,"nein, stimmt nicht",4,left,square,purple,2,green,4,heart,purple,4,green,3
ESQ,17,4,8,more,large_control,3.0,6.0,circle,lila,,Sind mehr als drei Quadrate lila?,"ja, stimmt",1,left,square,purple,6,green,0,heart,purple,4,green,3
ESQ,17,1,9,every,empty_restrictor,3.0,6.0,circle,lila,,Ist jedes Quadrat lila?,komische frage,3,left,triangle,purple,3,green,3,heart,purple,4,green,3
ESQ,17,2,10,every,empty_scope,3.0,6.0,circle,lila,,Ist jedes Quadrat lila?,"nein, stimmt nicht",4,left,square,purple,0,green,6,heart,purple,4,green,3
ESQ,17,3,11,every,small_control,3.0,6.0,circle,lila,,Ist jedes Quadrat lila?,"nein, stimmt nicht",1,left,square,purple,2,green,4,heart,purple,4,green,3
ESQ,17,4,12,every,large_control,3.0,6.0,circle,lila,,Ist jedes Quadrat lila?,"ja, stimmt",2,left,square,purple,6,green,0,heart,purple,4,green,3
ESQ,17,1,13,no,empty_restrictor,3.0,6.0,circle,lila,,Ist kein Quadrat lila?,komische frage,4,left,triangle,purple,3,green,3,heart,purple,4,green,3
ESQ,17,2,14,no,empty_scope,3.0,6.0,circle,lila,,Ist kein Quadrat lila?,"ja, stimmt",1,left,square,purple,0,green,6,heart,purple,4,green,3
ESQ,17,3,15,no,small_control,3.0,6.0,circle,lila,,Ist kein Quadrat lila?,"nein, stimmt nicht",2,left,square,purple,2,green,4,heart,purple,4,green,3
ESQ,17,4,16,no,large_control,3.0,6.0,circle,lila,,Ist kein Quadrat lila?,"nein, stimmt nicht",3,left,square,purple,6,green,0,heart,purple,4,green,3
ESQ,18,1,1,less,empty_restrictor,4.0,7.0,square,orange,,Sind weniger als vier Quadrate orange?,komische frage,2,left,heart,orange,0,blue,7,circle,orange,2,blue,5
ESQ,18,2,2,less,empty_scope,4.0,7.0,square,orange,,Sind weniger als vier Quadrate orange?,"ja, stimmt",3,left,square,orange,1,blue,6,circle,orange,2,blue,5
ESQ,18,3,3,less,small_control,4.0,7.0,square,orange,,Sind weniger als vier Quadrate orange?,"ja, stimmt",4,left,square,orange,7,blue,0,circle,orange,2,blue,5
ESQ,18,4,4,less,large_control,4.0,7.0,square,orange,,Sind weniger als vier Quadrate orange?,"nein, stimmt nicht",1,left,square,orange,3,blue,4,circle,orange,2,blue,5
ESQ,18,1,5,more,empty_restrictor,4.0,7.0,square,orange,,Sind mehr als vier Quadrate orange?,komische frage,3,left,heart,orange,0,blue,7,circle,orange,2,blue,5
ESQ,18,2,6,more,empty_scope,4.0,7.0,square,orange,,Sind mehr als vier Quadrate orange?,"nein, stimmt nicht",4,left,square,orange,1,blue,6,circle,orange,2,blue,5
ESQ,18,3,7,more,small_control,4.0,7.0,square,orange,,Sind mehr als vier Quadrate orange?,"nein, stimmt nicht",1,left,square,orange,7,blue,0,circle,orange,2,blue,5
ESQ,18,4,8,more,large_control,4.0,7.0,square,orange,,Sind mehr als vier Quadrate orange?,"ja, stimmt",2,left,square,orange,3,blue,4,circle,orange,2,blue,5
ESQ,18,1,9,every,empty_restrictor,4.0,7.0,square,orange,,Ist jedes Quadrat orange?,komische frage,4,left,heart,orange,0,blue,7,circle,orange,2,blue,5
ESQ,18,2,10,every,empty_scope,4.0,7.0,square,orange,,Ist jedes Quadrat orange?,"nein, stimmt nicht",1,left,square,orange,1,blue,6,circle,orange,2,blue,5
ESQ,18,3,11,every,small_control,4.0,7.0,square,orange,,Ist jedes Quadrat orange?,"nein, stimmt nicht",2,left,square,orange,7,blue,0,circle,orange,2,blue,5
ESQ,18,4,12,every,large_control,4.0,7.0,square,orange,,Ist jedes Quadrat orange?,"ja, stimmt",3,left,square,orange,3,blue,4,circle,orange,2,blue,5
ESQ,18,1,13,no,empty_restrictor,4.0,7.0,square,orange,,Ist kein Quadrat orange?,komische frage,1,left,heart,orange,0,blue,7,circle,orange,2,blue,5
ESQ,18,2,14,no,empty_scope,4.0,7.0,square,orange,,Ist kein Quadrat orange?,"ja, stimmt",2,left,square,orange,1,blue,6,circle,orange,2,blue,5
ESQ,18,3,15,no,small_control,4.0,7.0,square,orange,,Ist kein Quadrat orange?,"nein, stimmt nicht",3,left,square,orange,7,blue,0,circle,orange,2,blue,5
ESQ,18,4,16,no,large_control,4.0,7.0,square,orange,,Ist kein Quadrat orange?,"nein, stimmt nicht",4,left,square,orange,3,blue,4,circle,orange,2,blue,5
ESQ,19,1,1,less,empty_restrictor,4.0,6.0,cross,gelb,,Sind weniger als vier Kreuze gelb?,komische frage,3,left,circle,yellow,3,pink,3,square,yellow,3,pink,2
ESQ,19,2,2,less,empty_scope,4.0,6.0,cross,gelb,,Sind weniger als vier Kreuze gelb?,"ja, stimmt",4,left,cross,yellow,0,pink,6,square,yellow,3,pink,2
ESQ,19,3,3,less,small_control,4.0,6.0,cross,gelb,,Sind weniger als vier Kreuze gelb?,"ja, stimmt",1,left,cross,yellow,2,pink,4,square,yellow,3,pink,2
ESQ,19,4,4,less,large_control,4.0,6.0,cross,gelb,,Sind weniger als vier Kreuze gelb?,"nein, stimmt nicht",2,left,cross,yellow,6,pink,0,square,yellow,3,pink,2
ESQ,19,1,5,more,empty_restrictor,4.0,6.0,cross,gelb,,Sind mehr als vier Kreuze gelb?,komische frage,4,left,circle,yellow,3,pink,3,square,yellow,3,pink,2
ESQ,19,2,6,more,empty_scope,4.0,6.0,cross,gelb,,Sind mehr als vier Kreuze gelb?,"nein, stimmt nicht",1,left,cross,yellow,0,pink,6,square,yellow,3,pink,2
ESQ,19,3,7,more,small_control,4.0,6.0,cross,gelb,,Sind mehr als vier Kreuze gelb?,"nein, stimmt nicht",2,left,cross,yellow,2,pink,4,square,yellow,3,pink,2
ESQ,19,4,8,more,large_control,4.0,6.0,cross,gelb,,Sind mehr als vier Kreuze gelb?,"ja, stimmt",3,left,cross,yellow,6,pink,0,square,yellow,3,pink,2
ESQ,19,1,9,every,empty_restrictor,4.0,6.0,cross,gelb,,Ist jedes Kreuz gelb?,komische frage,1,left,circle,yellow,3,pink,3,square,yellow,3,pink,2
ESQ,19,2,10,every,empty_scope,4.0,6.0,cross,gelb,,Ist jedes Kreuz gelb?,"nein, stimmt nicht",2,left,cross,yellow,0,pink,6,square,yellow,3,pink,2
ESQ,19,3,11,every,small_control,4.0,6.0,cross,gelb,,Ist jedes Kreuz gelb?,"nein, stimmt nicht",3,left,cross,yellow,2,pink,4,square,yellow,3,pink,2
ESQ,19,4,12,every,large_control,4.0,6.0,cross,gelb,,Ist jedes Kreuz gelb?,"ja, stimmt",4,left,cross,yellow,6,pink,0,square,yellow,3,pink,2
ESQ,19,1,13,no,empty_restrictor,4.0,6.0,cross,gelb,,Ist kein Kreuz gelb?,komische frage,2,left,circle,yellow,3,pink,3,square,yellow,3,pink,2
ESQ,19,2,14,no,empty_scope,4.0,6.0,cross,gelb,,Ist kein Kreuz gelb?,"ja, stimmt",3,left,cross,yellow,0,pink,6,square,yellow,3,pink,2
ESQ,19,3,15,no,small_control,4.0,6.0,cross,gelb,,Ist kein Kreuz gelb?,"nein, stimmt nicht",4,left,cross,yellow,2,pink,4,square,yellow,3,pink,2
ESQ,19,4,16,no,large_control,4.0,6.0,cross,gelb,,Ist kein Kreuz gelb?,"nein, stimmt nicht",1,left,cross,yellow,6,pink,0,square,yellow,3,pink,2
ESQ,20,1,1,less,empty_restrictor,3.0,5.0,heart,pink,,Sind weniger als drei Herzen pink?,komische frage,4,left,cross,pink,3,grey,2,triangle,pink,3,grey,3
ESQ,20,2,2,less,empty_scope,3.0,5.0,heart,pink,,Sind weniger als drei Herzen pink?,"ja, stimmt",1,left,heart,pink,0,grey,5,triangle,pink,3,grey,3
